,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Jabari Smith Jr.,33:26,.545,.545,.545,.000,19.4,13.8,16.1,9.3,0.0,0.0,15.4,16.5,116,115,-1.5,Houston Rockets,Toronto Raptors,2024-02-09
1,Amen Thompson,31:44,.800,.800,.000,.000,8.2,20.4,15.3,18.9,1.6,0.0,54.5,14.7,85,108,-4.4,Houston Rockets,Toronto Raptors,2024-02-09
2,Dillon Brooks,30:13,.678,.615,.385,.308,0.0,6.1,3.6,16.7,1.7,5.1,21.3,26.4,115,112,4.5,Houston Rockets,Toronto Raptors,2024-02-09
3,Jalen Green,22:24,.306,.318,.455,.091,0.0,8.2,4.8,6.8,0.0,0.0,25.9,29.3,53,118,-19.9,Houston Rockets,Toronto Raptors,2024-02-09
4,Alperen Şengün,20:53,.444,.429,.000,.286,18.6,17.7,18.1,7.4,0.0,0.0,20.2,20.1,92,113,-9.8,Houston Rockets,Toronto Raptors,2024-02-09
6,Aaron Holiday,30:49,.462,.462,.615,.000,0.0,9.0,5.3,25.8,1.6,0.0,7.1,19.3,112,113,-1.1,Houston Rockets,Toronto Raptors,2024-02-09
7,Jeff Green,27:07,.417,.318,.545,.455,4.8,17.0,11.9,21.7,1.8,2.9,0.0,20.7,117,108,3.1,Houston Rockets,Toronto Raptors,2024-02-09
8,Cam Whitmore,17:32,.790,.722,.556,.444,0.0,15.8,9.2,11.3,0.0,0.0,15.7,30.9,136,114,10.7,Houston Rockets,Toronto Raptors,2024-02-09
9,Jae'Sean Tate,14:32,.667,.667,.333,.000,8.9,12.7,11.1,10.5,3.4,0.0,0.0,8.8,157,108,5.2,Houston Rockets,Toronto Raptors,2024-02-09
10,Reggie Bullock,11:20,1.500,1.500,1.000,.000,0.0,24.4,14.3,0.0,0.0,0.0,0.0,7.5,300,110,13.1,Houston Rockets,Toronto Raptors,2024-02-09
11,Nate Hinton,0:0,Houston Rockets,Toronto Raptors,2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jock Landale,0:0,Houston Rockets,Toronto Raptors,2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Boban Marjanović,0:0,Houston Rockets,Toronto Raptors,2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jermaine Samuels,0:0,Houston Rockets,Toronto Raptors,2024-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
