,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Mikal Bridges,35:01,.593,.467,.400,.667,3.9,22.2,13.3,21.6,0.0,0.0,13.4,27.7,120,133,-1.1
1,Spencer Dinwiddie,32:36,.430,.333,.778,.667,8.4,11.9,10.2,27.8,0.0,0.0,14.7,18.1,110,135,-5.0
2,Dorian Finney-Smith,31:37,.917,.917,.667,.000,4.3,20.5,12.7,4.5,1.6,0.0,33.3,12.3,107,130,-0.7
3,Cameron Johnson,27:23,.707,.650,.600,.300,0.0,19.0,9.7,16.8,1.9,0.0,8.1,19.5,139,129,3.2
4,Nic Claxton,25:45,.913,1.000,.000,.571,5.3,25.2,15.5,13.8,2.0,12.2,10.2,16.4,159,118,12.5
5,player,,,,,,,,,,,,,,,,
6,Lonnie Walker IV,26:10,.582,.556,.389,.222,5.2,9.9,7.6,7.8,2.0,0.0,9.2,36.0,110,131,-1.2
7,Royce O'Neale,20:06,.500,.500,.800,.000,0.0,0.0,0.0,27.1,2.5,0.0,16.7,12.9,112,131,-0.7
8,Dennis Smith Jr.,16:27,.417,.417,.333,.000,0.0,15.8,8.1,42.7,0.0,0.0,0.0,15.8,126,134,-2.4
9,Day'Ron Sharpe,14:47,.167,.167,.000,.000,18.6,26.3,22.5,0.0,0.0,0.0,14.3,20.5,53,133,-21.1
10,Trendon Watford,10:08,.667,.667,.000,.000,27.1,0.0,13.2,15.5,0.0,0.0,0.0,12.8,162,137,0.9
11,Harry Giles,Did Not Play,,,,,,,,,,,,,,,
12,Cam Thomas,Not With Team,,,,,,,,,,,,,,,
