,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Devin Booker,39:00,14,22,.636,1,6,.167,5,5,1.000,0,6,6,7,0,0,0,2,34,+17,Phoenix Suns,Portland Trail Blazers,2024-01-14
1,Kevin Durant,37:38,8,16,.500,2,5,.400,3,3,1.000,1,4,5,6,0,0,3,4,21,0,Phoenix Suns,Portland Trail Blazers,2024-01-14
2,Bradley Beal,37:26,9,13,.692,4,6,.667,1,3,.333,0,4,4,5,2,0,4,4,23,+4,Phoenix Suns,Portland Trail Blazers,2024-01-14
3,Grayson Allen,33:09,4,6,.667,4,6,.667,8,8,1.000,1,3,4,1,0,2,4,2,20,+13,Phoenix Suns,Portland Trail Blazers,2024-01-14
4,Jusuf Nurkić,27:15,5,8,.625,0,0,,4,6,.667,4,9,13,1,3,1,1,3,14,+18,Phoenix Suns,Portland Trail Blazers,2024-01-14
6,Eric Gordon,24:23,1,4,.250,1,3,.333,0,0,,0,2,2,4,1,0,0,0,3,-1,Phoenix Suns,Portland Trail Blazers,2024-01-14
7,Chimezie Metu,17:06,3,3,1.000,1,1,1.000,1,2,.500,0,3,3,0,1,2,0,3,8,+1,Phoenix Suns,Portland Trail Blazers,2024-01-14
8,Keita Bates-Diop,13:10,2,3,.667,0,1,.000,0,0,,1,1,2,3,0,0,0,1,4,+5,Phoenix Suns,Portland Trail Blazers,2024-01-14
9,Josh Okogie,7:16,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-6,Phoenix Suns,Portland Trail Blazers,2024-01-14
10,Drew Eubanks,3:37,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+4,Phoenix Suns,Portland Trail Blazers,2024-01-14
11,Jordan Goodwin,0:0,Phoenix Suns,Portland Trail Blazers,2024-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Saben Lee,0:0,Phoenix Suns,Portland Trail Blazers,2024-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Nassir Little,0:0,Phoenix Suns,Portland Trail Blazers,2024-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Yuta Watanabe,0:0,Phoenix Suns,Portland Trail Blazers,2024-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
