,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Bojan Bogdanović,33:23,11,19,.579,5,9,.556,6,8,.750,0,1,1,2,1,0,1,1,33,-10
1,Killian Hayes,31:43,3,8,.375,0,0,,0,0,,0,3,3,6,1,0,1,2,6,+1
2,Cade Cunningham,30:08,5,17,.294,1,8,.125,10,12,.833,1,5,6,7,0,0,1,3,21,-23
3,Ausar Thompson,29:56,5,7,.714,0,1,.000,0,0,,2,6,8,3,1,0,0,3,10,-1
4,Isaiah Stewart,22:12,1,3,.333,0,1,.000,2,2,1.000,2,2,4,2,0,0,2,3,4,-5
5,player,,,,,,,,,,,,,,,,,,,,
6,Isaiah Livers,27:08,1,4,.250,0,2,.000,0,0,,0,3,3,0,1,0,0,1,2,-16
7,Jaden Ivey,21:09,2,8,.250,0,3,.000,3,6,.500,0,2,2,1,0,1,0,2,7,-21
8,James Wiseman,16:00,5,7,.714,0,0,,0,0,,0,3,3,0,1,1,1,6,10,-21
9,Alec Burks,13:15,1,7,.143,1,3,.333,0,0,,1,2,3,0,1,0,0,1,3,-8
10,Kevin Knox,9:47,2,5,.400,1,4,.250,2,2,1.000,0,2,2,2,0,1,2,0,7,+8
11,Marcus Sasser,5:17,3,3,1.000,2,2,1.000,0,0,,0,0,0,1,0,0,1,0,8,+6
12,Marvin Bagley III,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Joe Harris,Did Not Play,,,,,,,,,,,,,,,,,,,
