,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Franz Wagner,34:19,.539,.464,.286,.286,0.0,17.1,8.9,20.8,4.2,0.0,27.6,26.3,93,122,-3.7
1,Paolo Banchero,32:07,.356,.324,.235,.353,3.9,10.9,7.6,21.6,0.0,3.0,20.3,31.8,78,131,-12.1
2,Anthony Black,28:26,.813,.813,.625,.000,13.3,24.7,19.2,20.1,0.0,0.0,0.0,11.7,184,130,10.1
3,Goga Bitadze,26:40,.845,.875,.000,.250,23.7,26.3,25.1,6.1,0.0,0.0,31.1,20.0,117,130,-0.2
4,Jalen Suggs,26:05,.792,.792,.750,.000,0.0,18.0,9.3,6.3,0.0,3.7,7.7,20.6,146,129,9.0
5,player,,,,,,,,,,,,,,,,
6,Cole Anthony,20:04,.799,.750,.375,.750,0.0,0.0,0.0,31.9,2.4,0.0,8.6,24.0,162,129,13.6
7,Gary Harris,15:53,.333,.333,.667,.000,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.8,79,128,-9.2
8,Jonathan Isaac,15:46,.700,.700,.400,.000,8.0,22.3,15.4,0.0,0.0,0.0,0.0,13.1,151,131,1.0
9,Moritz Wagner,13:24,.333,.333,.333,.000,9.4,0.0,4.5,18.6,0.0,0.0,50.0,18.5,60,135,-17.7
10,Caleb Houstan,10:49,.500,.500,.800,.000,11.7,10.8,11.2,13.4,0.0,0.0,0.0,19.1,128,133,1.0
11,Joe Ingles,6:09,.000,.000,.000,.000,20.5,19.0,19.8,37.2,0.0,0.0,0.0,6.7,128,132,1.0
12,Jett Howard,3:26,.000,.000,1.000,.000,0.0,34.1,17.7,0.0,0.0,0.0,0.0,12.1,0,129,-16.6
13,Chuma Okeke,3:26,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0,135,-18.2
14,Admiral Schofield,3:26,.000,.000,.000,.000,0.0,68.2,35.4,0.0,0.0,0.0,50.0,24.1,0,121,-32.6
