,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Mikal Bridges,37:23,12,24,.500,6,14,.429,3,3,1.000,1,2,3,4,1,0,1,3,33,+33
1,Cam Thomas,31:23,8,16,.500,4,5,.800,5,5,1.000,1,6,7,0,1,1,2,3,25,+25
2,Cameron Johnson,29:53,6,10,.600,3,4,.750,2,2,1.000,0,6,6,3,1,0,1,0,17,+14
3,Spencer Dinwiddie,26:19,0,5,.000,0,2,.000,2,2,1.000,2,0,2,8,2,0,0,3,2,+2
4,Nic Claxton,26:15,5,11,.455,0,0,,1,1,1.000,4,6,10,2,1,3,2,1,11,+2
5,player,,,,,,,,,,,,,,,,,,,,
6,Lonnie Walker IV,27:12,7,14,.500,4,9,.444,1,2,.500,1,1,2,4,1,1,0,2,19,+17
7,Royce O'Neale,18:14,4,7,.571,3,6,.500,0,0,,0,4,4,2,2,2,0,3,11,+27
8,Ben Simmons,18:14,5,5,1.000,0,0,,0,0,,5,3,8,11,1,1,0,3,10,+27
9,Dennis Smith Jr.,14:46,5,8,.625,0,2,.000,2,2,1.000,1,1,2,5,2,0,1,2,12,+6
10,Harry Giles,3:27,1,2,.500,1,2,.500,0,0,,1,2,3,1,0,0,1,2,3,+4
11,Noah Clowney,3:27,0,1,.000,0,0,,2,2,1.000,0,2,2,1,0,1,0,0,2,+4
12,Trendon Watford,3:27,1,2,.500,0,1,.000,0,0,,0,1,1,0,0,0,0,2,2,+4
