,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Keldon Johnson,36:38,.361,.214,.643,.429,4.9,11.5,8.3,9.7,5.2,0.0,15.3,22.6,72,87,-2.0,San Antonio Spurs,Houston Rockets,2023-12-11
1,Jeremy Sochan,35:20,.318,.318,.455,.000,5.0,9.5,7.3,10.1,1.3,0.0,15.4,15.5,65,97,-6.7,San Antonio Spurs,Houston Rockets,2023-12-11
2,Malaki Branham,34:02,.484,.462,.231,.077,0.0,14.8,7.6,43.8,1.4,0.0,18.2,20.4,89,94,1.5,San Antonio Spurs,Houston Rockets,2023-12-11
3,Victor Wembanyama,33:00,.486,.500,.400,.067,5.4,40.8,23.6,21.0,0.0,13.5,24.5,26.2,75,76,3.0,San Antonio Spurs,Houston Rockets,2023-12-11
4,Devin Vassell,31:15,.385,.344,.563,.313,8.5,8.1,8.3,13.2,0.0,0.0,0.0,24.6,88,101,-1.6,San Antonio Spurs,Houston Rockets,2023-12-11
6,Tre Jones,16:29,.469,.000,1.000,5.000,0.0,0.0,0.0,18.8,5.7,0.0,0.0,8.2,117,92,1.6,San Antonio Spurs,Houston Rockets,2023-12-11
7,Doug McDermott,14:59,.600,.600,1.000,.000,0.0,0.0,0.0,13.0,3.2,0.0,0.0,14.1,117,98,6.7,San Antonio Spurs,Houston Rockets,2023-12-11
8,Zach Collins,13:38,.250,.250,.000,.000,0.0,24.7,12.7,0.0,0.0,0.0,33.3,18.6,32,92,-19.5,San Antonio Spurs,Houston Rockets,2023-12-11
9,Cedi Osman,12:40,.571,.571,.286,.571,0.0,13.3,6.8,23.9,0.0,0.0,18.6,35.9,87,98,0.0,San Antonio Spurs,Houston Rockets,2023-12-11
10,Julian Champagnie,8:12,.000,.000,1.000,.000,0.0,10.3,5.3,0.0,0.0,0.0,0.0,5.1,0,100,-13.0,San Antonio Spurs,Houston Rockets,2023-12-11
11,Sandro Mamukelashvili,3:47,,,,,0.0,22.3,11.4,0.0,0.0,0.0,,0.0,0,93,-11.3,San Antonio Spurs,Houston Rockets,2023-12-11
12,Devonte' Graham,0:0,San Antonio Spurs,Houston Rockets,2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Blake Wesley,0:0,San Antonio Spurs,Houston Rockets,2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
