,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Brandon Ingram,36:11,.595,.500,.167,.750,3.0,5.8,4.4,22.1,0.0,5.0,0.0,19.1,141,119,5.7
1,Zion Williamson,34:17,.686,.719,.125,.625,6.4,18.3,12.4,24.8,3.0,2.6,12.8,29.6,125,109,13.0
2,CJ McCollum,33:43,.553,.500,.700,.400,3.2,12.4,7.9,8.8,1.5,2.7,25.4,20.3,91,114,-5.0
3,Jonas Valančiūnas,25:42,.455,.455,.182,.000,8.5,36.5,22.8,32.6,4.0,3.5,35.3,28.7,76,99,-4.0
4,Herbert Jones,18:14,.375,.375,.500,.000,17.9,0.0,8.8,8.0,0.0,0.0,0.0,19.0,107,124,-3.9
5,player,,,,,,,,,,,,,,,,
6,Trey Murphy III,34:26,.568,.500,.636,.273,3.2,15.2,9.3,0.0,3.0,0.0,7.5,16.8,116,112,0.4
7,Jeremiah Robinson-Earl,21:47,.400,.400,.600,.000,0.0,14.4,7.3,13.1,4.7,4.2,0.0,9.9,104,106,2.5
8,Dyson Daniels,13:30,.000,.000,.667,.000,16.2,7.7,11.9,0.0,0.0,0.0,25.0,12.8,34,121,-15.9
9,Naji Marshall,12:17,.904,1.000,.000,1.500,8.9,8.5,8.7,25.9,0.0,0.0,0.0,11.7,193,121,10.4
10,Jose Alvarado,9:53,.500,.500,.500,.000,0.0,21.1,10.8,0.0,0.0,9.2,20.0,21.9,78,110,-9.7
11,Jordan Hawkins,Did Not Play,,,,,,,,,,,,,,,
12,Kira Lewis Jr.,Did Not Play,,,,,,,,,,,,,,,
