,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Jrue Holiday,34:13,6,12,.500,2,5,.400,0,0,,1,5,6,0,0,2,3,2,14,+17
1,Jaylen Brown,33:59,12,20,.600,5,8,.625,2,2,1.000,1,4,5,6,1,1,2,4,31,+11
2,Jayson Tatum,30:52,8,21,.381,4,6,.667,3,4,.750,3,5,8,3,0,1,1,3,23,+9
3,Kristaps Porziņģis,28:58,6,12,.500,2,4,.500,1,1,1.000,1,9,10,0,1,1,4,2,15,+4
4,Derrick White,27:23,4,9,.444,1,5,.200,1,1,1.000,0,5,5,4,1,3,2,1,10,+7
5,player,,,,,,,,,,,,,,,,,,,,
6,Al Horford,23:41,3,7,.429,2,3,.667,0,0,,1,7,8,2,0,1,0,2,8,+19
7,Payton Pritchard,20:37,2,5,.400,1,1,1.000,0,0,,2,4,6,3,0,1,1,3,5,+10
8,Sam Hauser,16:30,2,5,.400,0,3,.000,0,0,,1,1,2,0,1,0,1,0,4,+12
9,Neemias Queta,16:26,1,2,.500,0,0,,0,0,,0,3,3,0,0,0,0,1,2,+8
10,Dalano Banton,2:27,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,-4
11,Oshae Brissett,2:27,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,-4
12,Lamar Stevens,2:27,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4
13,Svi Mykhailiuk,Did Not Play,,,,,,,,,,,,,,,,,,,
