,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Rudy Gobert,37:39,.745,.727,.000,.364,15.5,34.2,24.9,6.9,0.0,2.2,7.3,15.8,152,117,0.8,Minnesota Timberwolves,Detroit Pistons,2024-01-17
1,Anthony Edwards,33:29,.524,.479,.333,.167,0.0,17.5,8.7,35.1,0.0,0.0,10.4,37.1,108,122,-3.0,Minnesota Timberwolves,Detroit Pistons,2024-01-17
2,Karl-Anthony Towns,30:56,.755,.735,.294,.118,7.6,15.1,11.4,19.7,0.0,0.0,5.3,26.3,147,122,10.0,Minnesota Timberwolves,Detroit Pistons,2024-01-17
3,Jaden McDaniels,30:19,.901,.864,.364,.364,7.7,3.9,5.8,0.0,1.6,0.0,7.3,19.6,163,121,7.5,Minnesota Timberwolves,Detroit Pistons,2024-01-17
4,Mike Conley,29:18,.474,.500,.750,.125,0.0,12.0,6.0,27.2,1.6,2.8,10.6,13.9,114,117,-0.9,Minnesota Timberwolves,Detroit Pistons,2024-01-17
6,Naz Reid,23:11,.418,.389,.444,.444,0.0,20.2,10.1,5.1,6.2,0.0,8.5,21.9,83,108,-4.7,Minnesota Timberwolves,Detroit Pistons,2024-01-17
7,Nickeil Alexander-Walker,22:52,.583,.583,.500,.000,0.0,0.0,0.0,5.2,2.1,3.6,0.0,11.3,121,117,-2.8,Minnesota Timberwolves,Detroit Pistons,2024-01-17
8,Kyle Anderson,21:43,.333,.333,.000,.000,0.0,16.2,8.1,46.7,2.2,7.6,14.3,13.9,113,111,5.0,Minnesota Timberwolves,Detroit Pistons,2024-01-17
9,Jordan McLaughlin,8:19,.000,.000,.000,2.000,0.0,28.2,14.1,0.0,0.0,0.0,0.0,9.8,0,120,-21.3,Minnesota Timberwolves,Detroit Pistons,2024-01-17
10,Troy Brown Jr.,1:07,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,125,-9.8,Minnesota Timberwolves,Detroit Pistons,2024-01-17
11,Shake Milton,1:07,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,125,-9.4,Minnesota Timberwolves,Detroit Pistons,2024-01-17
12,Luka Garza,0:0,Minnesota Timberwolves,Detroit Pistons,2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Wendell Moore Jr.,0:0,Minnesota Timberwolves,Detroit Pistons,2024-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
