,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Paul George,34:22,.379,.227,.545,.455,0.0,23.3,12.4,12.6,4.5,0.0,23.3,23.5,71,108,-6.2
1,Kawhi Leonard,31:34,.563,.563,.375,.000,8.2,10.9,9.6,19.1,0.0,0.0,0.0,23.8,124,124,2.9
2,James Harden,31:22,.824,.778,.444,.333,0.0,10.9,5.8,34.2,1.6,0.0,16.2,18.5,147,120,8.5
3,Russell Westbrook,31:14,.654,.654,.231,.000,0.0,14.6,7.8,25.9,0.0,0.0,23.5,25.6,102,122,-1.3
4,Ivica Zubac,29:53,.840,1.000,.000,1.333,17.4,11.5,14.2,0.0,1.7,5.6,51.2,15.4,88,118,-4.6
5,player,,,,,,,,,,,,,,,,
6,Norman Powell,22:21,1.000,1.000,.857,.000,0.0,5.1,2.7,0.0,0.0,3.8,30.0,21.0,110,125,6.9
7,Bones Hyland,22:09,.278,.278,.444,.000,0.0,5.2,2.7,27.4,2.3,0.0,25.0,25.5,62,122,-12.5
8,P.J. Tucker,11:15,.347,.000,1.000,1.000,11.5,0.0,5.4,0.0,4.6,0.0,0.0,12.0,98,119,-2.9
9,Mason Plumlee,10:50,1.000,1.000,.000,.000,0.0,21.1,11.2,14.0,4.8,0.0,50.0,8.7,102,108,5.6
10,Moussa Diabaté,6:08,1.064,1.000,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,228,129,9.8
11,Kobe Brown,4:25,.000,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0,129,-14.6
12,Amir Coffey,4:25,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,129,-5.0
