,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Pascal Siakam,34:49,11,16,.688,4,6,.667,3,4,.750,1,3,4,4,1,0,2,1,29,+1
1,Aaron Nesmith,33:26,3,6,.500,2,4,.500,2,4,.500,1,0,1,1,1,1,3,5,10,+1
2,Andrew Nembhard,31:20,4,5,.800,1,1,1.000,0,0,,1,1,2,5,1,0,1,1,9,-2
3,Tyrese Haliburton,29:05,8,15,.533,2,6,.333,0,1,.000,0,2,2,7,1,2,2,1,18,-1
4,Myles Turner,28:45,8,16,.500,2,6,.333,3,4,.750,0,3,3,2,1,2,1,6,21,0
5,player,,,,,,,,,,,,,,,,,,,,
6,Buddy Hield,24:26,5,7,.714,2,4,.500,0,0,,0,3,3,6,0,0,1,2,12,+11
7,T.J. McConnell,19:16,8,11,.727,0,1,.000,1,1,1.000,1,2,3,4,1,0,1,1,17,+2
8,Jalen Smith,16:37,4,6,.667,1,2,.500,0,0,,1,2,3,2,0,2,1,3,9,+3
9,Obi Toppin,16:04,1,1,1.000,1,1,1.000,0,0,,0,4,4,4,1,0,0,0,3,+2
10,Ben Sheppard,3:55,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-4
11,Isaiah Jackson,2:17,2,2,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,4,+2
12,Kendall Brown,Did Not Play,,,,,,,,,,,,,,,,,,,
13,James Johnson,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Oscar Tshiebwe,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Jarace Walker,Did Not Play,,,,,,,,,,,,,,,,,,,
