,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Tyrese Maxey,42:54,9,20,.450,4,9,.444,3,7,.429,1,4,5,9,2,0,1,2,25,+9,Denver Nuggets,Philadelphia76ers,2024-01-16
1,Joel Embiid,38:33,13,22,.591,3,6,.500,12,15,.800,1,6,7,10,0,1,3,4,41,0,Denver Nuggets,Philadelphia76ers,2024-01-16
2,Tobias Harris,37:59,8,10,.800,2,4,.500,6,6,1.000,0,5,5,4,1,2,0,2,24,+13,Denver Nuggets,Philadelphia76ers,2024-01-16
3,Nicolas Batum,34:59,3,4,.750,2,3,.667,0,0,,1,3,4,2,0,2,2,3,8,+7,Denver Nuggets,Philadelphia76ers,2024-01-16
4,Kelly Oubre Jr.,26:31,5,9,.556,1,4,.250,0,1,.000,0,5,5,0,1,0,2,4,11,-3,Denver Nuggets,Philadelphia76ers,2024-01-16
6,Patrick Beverley,26:35,3,7,.429,2,3,.667,0,0,,0,2,2,2,2,0,0,2,8,+4,Denver Nuggets,Philadelphia76ers,2024-01-16
7,Marcus Morris,18:36,1,3,.333,1,2,.500,4,5,.800,1,1,2,0,0,0,0,3,7,-3,Denver Nuggets,Philadelphia76ers,2024-01-16
8,Paul Reed,9:27,1,1,1.000,0,0,,0,0,,1,1,2,0,0,2,0,1,2,+5,Denver Nuggets,Philadelphia76ers,2024-01-16
9,Furkan Korkmaz,4:25,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-7,Denver Nuggets,Philadelphia76ers,2024-01-16
10,Ricky Council IV,0:0,Denver Nuggets,Philadelphia76ers,2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Danuel House Jr.,Did Not Dress,Denver Nuggets,Philadelphia76ers,2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,KJ Martin,0:0,Denver Nuggets,Philadelphia76ers,2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Terquavion Smith,0:0,Denver Nuggets,Philadelphia76ers,2024-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
