,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Myles Turner,34:50,.576,.577,.231,.154,7.3,19.2,13.6,3.6,0.0,0.0,12.6,19.2,109,131,-6.4,Boston Celtics,Indiana Pacers,2024-01-08
1,Jalen Smith,26:41,.564,.438,.500,.500,9.5,29.3,20.0,4.2,0.0,9.8,17.0,18.6,111,122,-2.3,Boston Celtics,Indiana Pacers,2024-01-08
2,Aaron Nesmith,26:10,.751,.750,.500,.300,9.7,8.5,9.1,9.9,0.0,3.3,0.0,18.3,161,132,7.0,Boston Celtics,Indiana Pacers,2024-01-08
3,Bruce Brown,20:30,.451,.250,.167,.667,0.0,10.9,5.8,10.3,2.3,0.0,0.0,16.0,117,128,-3.4,Boston Celtics,Indiana Pacers,2024-01-08
4,Tyrese Haliburton,13:29,.700,.700,.600,.000,0.0,16.6,8.8,57.2,0.0,0.0,28.6,21.9,130,131,1.8,Boston Celtics,Indiana Pacers,2024-01-08
6,Bennedict Mathurin,29:05,.719,.700,.600,.467,0.0,15.4,8.2,14.2,3.2,0.0,10.0,29.2,133,124,7.1,Boston Celtics,Indiana Pacers,2024-01-08
7,Buddy Hield,24:47,.682,.682,.636,.000,5.1,13.5,9.6,16.0,1.9,3.5,8.3,20.4,135,126,5.8,Boston Celtics,Indiana Pacers,2024-01-08
8,T.J. McConnell,24:46,.500,.500,.167,.000,5.1,13.5,9.6,37.3,3.8,0.0,14.3,23.9,115,124,-0.1,Boston Celtics,Indiana Pacers,2024-01-08
9,Obi Toppin,19:58,1.105,1.100,.800,.400,0.0,0.0,0.0,6.3,0.0,0.0,0.0,12.4,218,136,8.8,Boston Celtics,Indiana Pacers,2024-01-08
10,Andrew Nembhard,12:23,.750,.750,.333,.000,0.0,0.0,0.0,35.8,0.0,0.0,25.0,27.3,120,134,-6.3,Boston Celtics,Indiana Pacers,2024-01-08
11,Isaiah Jackson,7:21,,,,,17.2,15.2,16.1,0.0,0.0,23.7,,0.0,235,117,1.6,Boston Celtics,Indiana Pacers,2024-01-08
12,James Johnson,0:0,Boston Celtics,Indiana Pacers,2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jordan Nwora,0:0,Boston Celtics,Indiana Pacers,2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Ben Sheppard,0:0,Boston Celtics,Indiana Pacers,2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Jarace Walker,0:0,Boston Celtics,Indiana Pacers,2024-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
