,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Anthony Davis,38:14,.540,.519,.111,.222,2.7,23.4,12.7,16.1,4.0,7.7,3.3,36.4,109,112,7.4,Denver Nuggets,Los Angeles Lakers,2024-02-08
1,Rui Hachimura,37:31,.200,.200,.400,.000,2.8,8.9,5.8,0.0,0.0,2.0,16.7,7.3,47,130,-15.6,Denver Nuggets,Los Angeles Lakers,2024-02-08
2,Austin Reaves,36:16,.444,.438,.438,.125,2.9,3.1,3.0,40.0,2.8,0.0,5.6,22.4,108,127,-0.6,Denver Nuggets,Los Angeles Lakers,2024-02-08
3,LeBron James,35:22,.563,.500,.300,.250,3.0,25.3,13.7,33.0,1.4,2.1,8.3,31.1,116,121,5.8,Denver Nuggets,Los Angeles Lakers,2024-02-08
4,Max Christie,15:10,.444,.429,.429,.286,6.9,7.4,7.1,9.1,3.4,0.0,0.0,23.6,103,124,-3.2,Denver Nuggets,Los Angeles Lakers,2024-02-08
6,Taurean Prince,34:28,.888,.833,.500,.500,0.0,9.7,4.7,7.9,3.0,2.1,12.0,11.0,154,123,2.4,Denver Nuggets,Los Angeles Lakers,2024-02-08
7,Christian Wood,19:00,.798,1.000,.000,2.000,0.0,23.5,11.4,6.6,2.7,3.9,0.0,4.5,166,117,-2.0,Denver Nuggets,Los Angeles Lakers,2024-02-08
8,Jaxson Hayes,17:00,.654,.667,.167,.333,30.7,6.6,19.0,9.5,3.0,8.7,0.0,18.4,153,119,9.2,Denver Nuggets,Los Angeles Lakers,2024-02-08
9,Skylar Mays,6:59,.000,.000,.000,.000,0.0,0.0,0.0,33.5,7.3,0.0,50.0,13.0,46,118,-6.6,Denver Nuggets,Los Angeles Lakers,2024-02-08
10,Jalen Hood-Schifino,0:0,Denver Nuggets,Los Angeles Lakers,2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Maxwell Lewis,0:0,Denver Nuggets,Los Angeles Lakers,2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,D'Angelo Russell,0:0,Denver Nuggets,Los Angeles Lakers,2024-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
