,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Toumani Camara,38:34,2,4,.500,0,2,.000,3,4,.750,0,4,4,0,1,0,1,4,7,-16,Portland Trail Blazers,Phoenix Suns,2023-11-21
1,Jerami Grant,36:28,8,19,.421,5,8,.625,5,6,.833,1,3,4,6,1,1,1,1,26,-7,Portland Trail Blazers,Phoenix Suns,2023-11-21
2,Shaedon Sharpe,32:19,3,13,.231,0,5,.000,4,4,1.000,1,2,3,0,1,0,4,3,10,-20,Portland Trail Blazers,Phoenix Suns,2023-11-21
3,Deandre Ayton,30:46,9,14,.643,0,0,,0,0,,6,2,8,4,1,1,2,1,18,-33,Portland Trail Blazers,Phoenix Suns,2023-11-21
4,Malcolm Brogdon,24:54,6,14,.429,4,5,.800,3,4,.750,1,0,1,5,0,0,2,2,19,-3,Portland Trail Blazers,Phoenix Suns,2023-11-21
6,Matisse Thybulle,22:08,0,2,.000,0,2,.000,0,0,,1,1,2,0,1,1,0,1,0,+4,Portland Trail Blazers,Phoenix Suns,2023-11-21
7,Skylar Mays,21:27,2,5,.400,2,3,.667,0,0,,0,2,2,3,0,0,1,2,6,-13,Portland Trail Blazers,Phoenix Suns,2023-11-21
8,Jabari Walker,14:08,3,6,.500,0,2,.000,2,2,1.000,0,3,3,0,0,0,1,5,8,-4,Portland Trail Blazers,Phoenix Suns,2023-11-21
9,Duop Reath,12:39,4,6,.667,2,3,.667,0,0,,1,0,1,1,2,0,0,1,10,+15,Portland Trail Blazers,Phoenix Suns,2023-11-21
10,Kris Murray,1:39,1,2,.500,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,+3,Portland Trail Blazers,Phoenix Suns,2023-11-21
11,Jamaree Bouyea,1:39,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,+3,Portland Trail Blazers,Phoenix Suns,2023-11-21
12,Moses Brown,1:39,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0,+3,Portland Trail Blazers,Phoenix Suns,2023-11-21
13,Rayan Rupert,1:39,0,1,.000,0,0,,0,0,,0,0,0,1,1,0,0,0,0,+3,Portland Trail Blazers,Phoenix Suns,2023-11-21
