,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Miles Bridges,36:01,10,14,.714,3,5,.600,3,5,.600,0,9,9,5,1,0,2,1,26,-23
1,Brandon Miller,31:50,5,17,.294,3,9,.333,2,2,1.000,0,5,5,1,0,0,2,1,15,-31
2,Nick Richards,29:57,7,12,.583,0,0,,1,2,.500,2,6,8,1,1,1,0,2,15,-29
3,Ish Smith,29:04,5,12,.417,0,0,,0,0,,1,2,3,4,0,0,4,2,10,-28
4,Bryce McGowens,23:16,4,8,.500,2,3,.667,0,0,,0,2,2,3,0,0,0,4,10,-16
5,player,,,,,,,,,,,,,,,,,,,,
6,P.J. Washington,25:37,2,5,.400,1,3,.333,1,1,1.000,1,5,6,0,0,0,2,2,6,+3
7,Cody Martin,24:44,0,6,.000,0,3,.000,2,4,.500,1,2,3,6,2,2,0,0,2,-2
8,Nick Smith Jr.,18:56,2,8,.250,1,3,.333,0,0,,2,1,3,2,0,1,2,2,5,+10
9,Nathan Mensah,12:19,0,1,.000,0,0,,2,2,1.000,1,3,4,0,0,0,0,1,2,+14
10,JT Thor,4:08,1,2,.500,0,0,,0,0,,0,2,2,0,0,1,0,0,2,+6
11,James Bouknight,4:08,0,1,.000,0,0,,0,0,,0,0,0,2,0,0,0,0,0,+6
12,Frank Ntilikina,Did Not Play,,,,,,,,,,,,,,,,,,,
