,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Paul George,33:46,7,14,.500,3,8,.375,6,6,1.000,0,3,3,2,1,0,3,4,23,+14
1,Kawhi Leonard,33:42,10,19,.526,2,5,.400,2,3,.667,1,5,6,5,4,1,2,0,24,+24
2,James Harden,31:29,5,8,.625,3,5,.600,2,2,1.000,0,4,4,10,1,2,2,1,15,+26
3,Ivica Zubac,28:48,3,4,.750,0,0,,0,0,,1,11,12,1,0,0,1,4,6,+28
4,Terance Mann,17:47,5,7,.714,1,2,.500,1,1,1.000,1,2,3,0,0,0,1,2,12,+8
5,player,,,,,,,,,,,,,,,,,,,,
6,Norman Powell,33:01,9,11,.818,4,5,.800,0,0,,0,2,2,2,2,0,1,4,22,+13
7,Amir Coffey,18:32,2,3,.667,1,2,.500,0,0,,1,0,1,2,0,0,0,2,5,-7
8,Russell Westbrook,17:53,4,10,.400,0,1,.000,0,0,,2,2,4,3,2,0,2,0,8,-4
9,Daniel Theis,16:17,2,3,.667,0,1,.000,2,2,1.000,0,1,1,0,0,0,2,3,6,-8
10,Brandon Boston Jr.,2:55,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
11,Kobe Brown,2:55,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-3
12,Moussa Diabaté,2:55,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-3
13,Bones Hyland,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Mason Plumlee,Did Not Play,,,,,,,,,,,,,,,,,,,
15,P.J. Tucker,Did Not Play,,,,,,,,,,,,,,,,,,,
