,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Dillon Brooks,36:29,.473,.353,.588,.412,8.8,18.8,12.9,7.4,2.7,0.0,4.7,22.5,118,122,-1.4,Houston Rockets,Memphis Grizzlies,2024-02-14
1,Alperen Şengün,34:14,.498,.531,.125,.438,7.0,6.7,6.9,27.3,1.4,3.2,5.0,22.8,118,124,1.4,Houston Rockets,Memphis Grizzlies,2024-02-14
2,Amen Thompson,33:43,.519,.529,.000,.176,14.2,20.3,16.7,9.8,2.9,3.2,9.8,23.5,113,118,-0.6,Houston Rockets,Memphis Grizzlies,2024-02-14
3,Jabari Smith Jr.,33:20,.231,.231,.462,.000,2.4,34.3,15.5,3.8,1.5,0.0,13.3,17.5,55,122,-15.2,Houston Rockets,Memphis Grizzlies,2024-02-14
4,Jalen Green,22:42,.286,.286,.571,.000,0.0,15.1,6.2,16.8,0.0,4.8,0.0,12.0,90,126,-7.9,Houston Rockets,Memphis Grizzlies,2024-02-14
6,Aaron Holiday,30:20,.731,.731,.615,.000,5.3,0.0,3.1,5.1,1.6,0.0,13.3,19.2,133,128,2.7,Houston Rockets,Memphis Grizzlies,2024-02-14
7,Jeff Green,16:17,.571,.429,.286,.571,4.9,21.1,11.6,0.0,0.0,0.0,0.0,20.9,137,128,-1.5,Houston Rockets,Memphis Grizzlies,2024-02-14
8,Jae'Sean Tate,15:21,.400,.357,.143,.571,20.8,14.9,18.4,8.7,3.2,0.0,10.2,24.7,102,121,-3.8,Houston Rockets,Memphis Grizzlies,2024-02-14
9,Nate Hinton,15:01,.791,.800,.600,.600,5.3,15.2,9.4,19.7,3.2,7.3,0.0,16.4,177,116,16.7,Houston Rockets,Memphis Grizzlies,2024-02-14
10,Jeenathan Williams,2:32,,,,,0.0,0.0,0.0,90.2,0.0,0.0,,0.0,226,132,16.5,Houston Rockets,Memphis Grizzlies,2024-02-14
11,Jock Landale,0:0,Houston Rockets,Memphis Grizzlies,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Boban Marjanović,0:0,Houston Rockets,Memphis Grizzlies,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Jermaine Samuels,0:0,Houston Rockets,Memphis Grizzlies,2024-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
