,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Karl-Anthony Towns,37:12,12,15,.800,2,3,.667,1,2,.500,1,9,10,3,0,0,6,3,27,-6,Minnesota Timberwolves,Brooklyn Nets,2024-01-25
1,Anthony Edwards,35:41,8,23,.348,3,7,.429,5,6,.833,0,1,1,3,1,0,3,3,24,-5,Minnesota Timberwolves,Brooklyn Nets,2024-01-25
2,Jaden McDaniels,33:21,4,6,.667,1,1,1.000,0,0,,1,3,4,1,0,0,0,2,9,+2,Minnesota Timberwolves,Brooklyn Nets,2024-01-25
3,Rudy Gobert,32:44,4,9,.444,0,0,,2,2,1.000,1,12,13,1,1,2,1,3,10,+3,Minnesota Timberwolves,Brooklyn Nets,2024-01-25
4,Mike Conley,32:36,3,6,.500,2,4,.500,2,2,1.000,0,2,2,4,2,1,1,1,10,+1,Minnesota Timberwolves,Brooklyn Nets,2024-01-25
6,Naz Reid,22:42,2,7,.286,1,3,.333,0,0,,1,3,4,2,0,1,1,3,5,+8,Minnesota Timberwolves,Brooklyn Nets,2024-01-25
7,Kyle Anderson,18:01,1,3,.333,0,0,,1,2,.500,1,2,3,5,2,0,1,0,3,-1,Minnesota Timberwolves,Brooklyn Nets,2024-01-25
8,Nickeil Alexander-Walker,17:09,2,4,.500,1,3,.333,1,2,.500,0,1,1,4,0,0,0,2,6,+1,Minnesota Timberwolves,Brooklyn Nets,2024-01-25
9,Jordan McLaughlin,10:34,1,2,.500,0,0,,0,0,,0,0,0,1,0,0,1,0,2,+7,Minnesota Timberwolves,Brooklyn Nets,2024-01-25
10,Troy Brown Jr.,0:0,Minnesota Timberwolves,Brooklyn Nets,2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Luka Garza,0:0,Minnesota Timberwolves,Brooklyn Nets,2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Shake Milton,0:0,Minnesota Timberwolves,Brooklyn Nets,2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Wendell Moore Jr.,0:0,Minnesota Timberwolves,Brooklyn Nets,2024-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
