,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,DeMar DeRozan,19:05,6,12,.500,0,2,.000,10,14,.714,1,1,2,2,2,0,1,1,22,-1,Toronto Raptors,Chicago Bulls,2023-10-27
1,Nikola Vučević,18:21,2,6,.333,1,3,.333,0,0,,2,6,8,0,0,0,1,1,5,-1,Toronto Raptors,Chicago Bulls,2023-10-27
2,Coby White,18:33,3,8,.375,1,4,.250,1,1,1.000,0,2,2,4,1,0,1,0,8,-1,Toronto Raptors,Chicago Bulls,2023-10-27
3,Zach LaVine,17:17,1,6,.167,0,3,.000,0,0,,0,2,2,0,0,1,2,2,2,-9,Toronto Raptors,Chicago Bulls,2023-10-27
4,Patrick Williams,3:31,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-9,Toronto Raptors,Chicago Bulls,2023-10-27
6,Alex Caruso,15:59,2,5,.400,1,3,.333,1,2,.500,4,2,6,1,1,0,0,4,6,+11,Toronto Raptors,Chicago Bulls,2023-10-27
7,Torrey Craig,11:25,2,5,.400,0,2,.000,0,0,,2,1,3,0,0,1,0,2,4,-7,Toronto Raptors,Chicago Bulls,2023-10-27
8,Jevon Carter,5:27,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,1,1,0,-6,Toronto Raptors,Chicago Bulls,2023-10-27
9,Andre Drummond,5:27,1,2,.500,0,0,,2,2,1.000,0,0,0,0,0,0,1,1,4,-6,Toronto Raptors,Chicago Bulls,2023-10-27
10,Ayo Dosunmu,4:55,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-6,Toronto Raptors,Chicago Bulls,2023-10-27
11,Julian Phillips,0:0,Toronto Raptors,Chicago Bulls,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Terry Taylor,0:0,Toronto Raptors,Chicago Bulls,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Dalen Terry,0:0,Toronto Raptors,Chicago Bulls,2023-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
