,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Julius Randle,34:29,8,15,.533,2,7,.286,7,8,.875,4,16,20,5,2,0,4,2,25,+27
1,Jalen Brunson,33:32,5,9,.556,2,5,.400,0,1,.000,1,2,3,7,3,0,2,3,12,+20
2,Mitchell Robinson,32:44,3,6,.500,0,0,,0,0,,5,5,10,0,2,6,4,1,6,+18
3,RJ Barrett,28:18,3,13,.231,1,4,.250,9,9,1.000,0,3,3,2,1,0,1,1,16,0
4,Quentin Grimes,19:01,2,4,.500,2,3,.667,0,0,,1,0,1,1,0,0,1,0,6,+2
5,player,,,,,,,,,,,,,,,,,,,,
6,Josh Hart,29:51,7,10,.700,2,3,.667,1,1,1.000,1,5,6,2,1,1,1,2,17,+25
7,Immanuel Quickley,25:32,9,20,.450,4,10,.400,1,1,1.000,0,3,3,1,0,0,1,1,23,+21
8,Donte DiVincenzo,18:53,2,8,.250,2,6,.333,0,0,,0,2,2,0,1,0,2,0,6,+3
9,Isaiah Hartenstein,13:34,2,3,.667,0,0,,0,0,,3,3,6,2,0,0,0,2,4,+7
10,Jericho Sims,1:42,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
11,DaQuan Jeffries,1:12,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
12,Miles McBride,1:12,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-1
13,Ryan Arcidiacono,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Evan Fournier,Did Not Play,,,,,,,,,,,,,,,,,,,
