,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Klay Thompson,12:00,2,6,.333,0,4,.000,0,0,,0,0,0,1,1,0,2,1,4,-8
1,Draymond Green,10:36,0,2,.000,0,2,.000,0,0,,0,3,3,3,0,0,0,1,0,-1
2,Stephen Curry,7:33,4,10,.400,1,5,.200,0,0,,0,0,0,0,1,0,2,2,9,-9
3,Jonathan Kuminga,7:19,1,3,.333,0,1,.000,0,0,,2,1,3,0,0,0,0,2,2,-11
4,Andrew Wiggins,7:33,0,1,.000,0,0,,0,2,.000,1,1,2,0,1,0,1,2,0,-9
5,player,,,,,,,,,,,,,,,,,,,,
6,Brandin Podziemski,4:41,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+3
7,Dario Šarić, ,,,,,,,,,,,,,,,,,,,
8,Cory Joseph,4:27,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,+1
9,Trayce Jackson-Davis,5:51,2,2,1.000,0,0,,0,1,.000,0,1,1,0,1,0,0,1,4,-6
10,Kevon Looney, ,,,,,,,,,,,,,,,,,,,
11,Lester Quinones,Did Not Play,,,,,,,,,,,,,,,,,,,
12,Gui Santos,Did Not Play,,,,,,,,,,,,,,,,,,,
