,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Donovan Mitchell,30:05,.699,.667,.556,.167,0.0,15.1,9.7,23.6,5.1,7.0,17.2,36.3,119,90,13.8,Cleveland Cavaliers,Brooklyn Nets,2024-02-08
1,Jarrett Allen,29:37,.735,.500,.167,1.333,11.2,24.5,19.8,8.5,0.0,4.8,17.4,18.2,142,100,1.3,Cleveland Cavaliers,Brooklyn Nets,2024-02-08
2,Darius Garland,28:37,.643,.600,.300,.200,0.0,0.0,0.0,35.6,1.8,0.0,15.5,21.1,132,109,-1.4,Cleveland Cavaliers,Brooklyn Nets,2024-02-08
3,Evan Mobley,25:40,.717,.625,.000,.500,0.0,42.3,27.4,11.1,0.0,5.5,17.0,21.5,126,92,2.4,Cleveland Cavaliers,Brooklyn Nets,2024-02-08
4,Max Strus,21:21,.600,.600,.200,.000,7.8,17.0,13.7,12.4,2.4,0.0,16.7,13.2,120,101,-1.8,Cleveland Cavaliers,Brooklyn Nets,2024-02-08
6,Isaac Okoro,23:42,.667,.667,.500,.000,14.0,15.3,14.8,5.5,0.0,8.9,25.0,15.8,112,100,1.7,Cleveland Cavaliers,Brooklyn Nets,2024-02-08
7,Georges Niang,23:19,.722,.722,.667,.000,7.1,7.8,7.5,6.3,2.2,0.0,0.0,18.1,150,105,5.4,Cleveland Cavaliers,Brooklyn Nets,2024-02-08
8,Caris LeVert,23:05,.333,.333,.333,.000,0.0,11.8,7.6,26.8,2.2,0.0,25.0,16.2,87,104,-7.3,Cleveland Cavaliers,Brooklyn Nets,2024-02-08
9,Dean Wade,16:27,1.125,1.125,1.000,.000,0.0,5.5,3.6,0.0,0.0,8.6,0.0,11.4,208,104,12.8,Cleveland Cavaliers,Brooklyn Nets,2024-02-08
10,Sam Merrill,11:44,.643,.643,1.000,.000,0.0,0.0,0.0,0.0,4.3,0.0,0.0,27.9,125,103,5.0,Cleveland Cavaliers,Brooklyn Nets,2024-02-08
11,Damian Jones,3:11,,,,,0.0,28.5,18.4,70.1,0.0,22.2,,0.0,235,84,39.9,Cleveland Cavaliers,Brooklyn Nets,2024-02-08
12,Craig Porter Jr.,3:11,.000,.000,.000,.000,52.0,28.5,36.8,0.0,0.0,0.0,0.0,14.7,78,102,-14.0,Cleveland Cavaliers,Brooklyn Nets,2024-02-08
