,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Brandon Ingram,38:12,9,19,.474,2,4,.500,1,1,1.000,1,2,3,8,1,0,2,3,21,-5,Denver Nuggets,New Orleans Pelicans,2023-11-17
1,Herbert Jones,36:51,3,8,.375,0,1,.000,2,2,1.000,0,5,5,4,3,1,1,2,8,-2,Denver Nuggets,New Orleans Pelicans,2023-11-17
2,Jonas Valančiūnas,34:26,10,18,.556,1,3,.333,1,3,.333,2,6,8,3,0,1,0,4,22,-8,Denver Nuggets,New Orleans Pelicans,2023-11-17
3,Dyson Daniels,33:08,4,6,.667,0,1,.000,2,3,.667,1,7,8,7,3,0,0,1,10,+12,Denver Nuggets,New Orleans Pelicans,2023-11-17
4,Zion Williamson,32:33,10,17,.588,1,1,1.000,5,11,.455,0,4,4,6,0,2,4,3,26,+21,Denver Nuggets,New Orleans Pelicans,2023-11-17
6,Jordan Hawkins,25:57,3,7,.429,1,3,.333,0,0,,0,5,5,4,0,0,0,0,7,-3,Denver Nuggets,New Orleans Pelicans,2023-11-17
7,Matt Ryan,18:44,3,7,.429,3,5,.600,0,1,.000,0,0,0,0,0,0,0,0,9,+8,Denver Nuggets,New Orleans Pelicans,2023-11-17
8,Naji Marshall,18:21,4,6,.667,4,5,.800,0,0,,0,5,5,1,1,0,2,0,12,-1,Denver Nuggets,New Orleans Pelicans,2023-11-17
9,Cody Zeller,1:30,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,0,+3,Denver Nuggets,New Orleans Pelicans,2023-11-17
10,Jeremiah Robinson-Earl,0:13,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,Denver Nuggets,New Orleans Pelicans,2023-11-17
11,Jose Alvarado,Did Not Dress,Denver Nuggets,New Orleans Pelicans,2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Kira Lewis Jr.,0:0,Denver Nuggets,New Orleans Pelicans,2023-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
