,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Keldon Johnson,31:39,9,16,.563,2,8,.250,2,4,.500,2,8,10,5,1,0,1,2,22,-10,Los Angeles Clippers,San Antonio Spurs,2023-11-20
1,Jeremy Sochan,29:24,3,12,.250,0,3,.000,2,2,1.000,2,6,8,1,0,0,1,1,8,-12,Los Angeles Clippers,San Antonio Spurs,2023-11-20
2,Zach Collins,27:37,4,11,.364,1,5,.200,3,4,.750,0,3,3,0,2,0,3,1,12,-25,Los Angeles Clippers,San Antonio Spurs,2023-11-20
3,Victor Wembanyama,26:33,4,12,.333,0,4,.000,1,1,1.000,0,3,3,4,0,2,1,1,9,-17,Los Angeles Clippers,San Antonio Spurs,2023-11-20
4,Julian Champagnie,22:49,2,7,.286,1,5,.200,0,0,,1,3,4,1,1,1,1,2,5,-11,Los Angeles Clippers,San Antonio Spurs,2023-11-20
6,Tre Jones,22:57,4,10,.400,1,3,.333,2,2,1.000,2,0,2,5,0,0,3,1,11,-12,Los Angeles Clippers,San Antonio Spurs,2023-11-20
7,Cedi Osman,22:30,7,10,.700,2,4,.500,1,1,1.000,2,3,5,1,0,0,0,4,17,-11,Los Angeles Clippers,San Antonio Spurs,2023-11-20
8,Malaki Branham,20:37,4,6,.667,2,3,.667,0,0,,0,0,0,1,0,0,2,2,10,-19,Los Angeles Clippers,San Antonio Spurs,2023-11-20
9,Charles Bassey,17:53,1,3,.333,0,0,,0,0,,4,8,12,3,0,4,3,2,2,+3,Los Angeles Clippers,San Antonio Spurs,2023-11-20
10,Doug McDermott,13:45,1,3,.333,1,3,.333,0,0,,0,2,2,2,0,0,0,1,3,-8,Los Angeles Clippers,San Antonio Spurs,2023-11-20
11,Sidy Cissoko,4:15,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-3,Los Angeles Clippers,San Antonio Spurs,2023-11-20
12,Dominick Barlow,0:0,Los Angeles Clippers,San Antonio Spurs,2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Devonte' Graham,0:0,Los Angeles Clippers,San Antonio Spurs,2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Sandro Mamukelashvili,0:0,Los Angeles Clippers,San Antonio Spurs,2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Sir'Jabari Rice,0:0,Los Angeles Clippers,San Antonio Spurs,2023-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
