,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Klay Thompson,17:42,4,7,.571,3,5,.600,0,0,,0,2,2,2,1,0,1,0,11,+1
1,Stephen Curry,17:53,6,11,.545,4,7,.571,0,0,,0,1,1,4,0,0,1,2,16,+1
2,Jonathan Kuminga,14:39,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,-3
3,Brandin Podziemski, ,,,,,,,,,,,,,,,,,,,
4,Kevon Looney,5:53,0,1,.000,0,0,,0,0,,0,2,2,1,0,0,0,0,0,-10
5,player,,,,,,,,,,,,,,,,,,,,
6,Chris Paul,14:45,4,7,.571,1,3,.333,0,0,,0,2,2,4,0,0,0,2,9,+13
7,Trayce Jackson-Davis,15:19,3,5,.600,0,0,,0,0,,4,3,7,1,0,1,0,2,6,+11
8,Andrew Wiggins,10:56,2,8,.250,0,1,.000,0,0,,3,1,4,0,0,0,0,1,4,-8
9,Moses Moody,9:31,2,4,.500,1,3,.333,2,2,1.000,0,0,0,0,0,0,0,0,7,+6
10,Dario Šarić,7:15,0,2,.000,0,1,.000,0,0,,2,2,4,0,0,0,0,2,0,+2
11,Cory Joseph,6:07,2,3,.667,0,1,.000,0,0,,0,1,1,0,0,1,0,0,4,+2
12,Draymond Green,Player Suspended,,,,,,,,,,,,,,,,,,,
13,Gary Payton II,Did Not Dress,,,,,,,,,,,,,,,,,,,
