,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Giannis Antetokounmpo,35:15,15,27,.556,1,7,.143,5,6,.833,2,10,12,3,1,2,3,1,36,+15
1,Damian Lillard,34:13,5,15,.333,2,8,.250,9,10,.900,2,4,6,7,1,0,1,1,21,-14
2,Brook Lopez,27:08,2,6,.333,0,3,.000,0,0,,4,3,7,2,0,0,0,3,4,-15
3,Khris Middleton,21:11,6,10,.600,1,4,.250,2,2,1.000,0,3,3,4,0,0,0,1,15,+9
4,Malik Beasley,14:00,1,5,.200,1,5,.200,0,0,,0,6,6,0,0,0,1,2,3,-9
5,player,,,,,,,,,,,,,,,,,,,,
6,Jae Crowder,30:18,5,10,.500,4,9,.444,1,2,.500,2,3,5,0,1,0,2,1,15,-6
7,Bobby Portis,25:47,3,8,.375,1,2,.500,4,4,1.000,0,6,6,2,2,0,1,2,11,+14
8,Pat Connaughton,19:29,4,7,.571,2,5,.400,0,0,,1,0,1,3,0,0,1,1,10,-1
9,Cameron Payne,16:21,4,6,.667,3,4,.750,0,0,,0,1,1,3,0,0,0,1,11,+9
10,MarJon Beauchamp,16:17,1,2,.500,1,1,1.000,0,0,,1,0,1,2,1,0,1,0,3,+18
11,Thanasis Antetokounmpo,Did Not Play,,,,,,,,,,,,,,,,,,,
12,A.J. Green,Did Not Play,,,,,,,,,,,,,,,,,,,
13,Andre Jackson Jr.,Did Not Play,,,,,,,,,,,,,,,,,,,
14,Chris Livingston,Did Not Play,,,,,,,,,,,,,,,,,,,
15,Robin Lopez,Did Not Play,,,,,,,,,,,,,,,,,,,
