,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Julius Randle,43:21,12,22,.545,1,4,.250,2,2,1.000,1,13,14,3,0,0,2,3,27,+17,New York Knicks,Los Angeles Lakers,2023-12-18
1,Jalen Brunson,36:44,10,21,.476,3,6,.500,6,6,1.000,1,3,4,3,1,1,4,0,29,+1,New York Knicks,Los Angeles Lakers,2023-12-18
2,RJ Barrett,30:06,3,10,.300,0,2,.000,6,6,1.000,1,4,5,4,0,1,1,2,12,-7,New York Knicks,Los Angeles Lakers,2023-12-18
3,Donte DiVincenzo,19:14,3,5,.600,2,4,.500,0,0,,0,1,1,3,0,1,1,1,8,-2,New York Knicks,Los Angeles Lakers,2023-12-18
4,Jericho Sims,3:28,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-2,New York Knicks,Los Angeles Lakers,2023-12-18
6,Isaiah Hartenstein,38:51,3,4,.750,0,0,,3,6,.500,7,10,17,2,2,2,1,3,9,+15,New York Knicks,Los Angeles Lakers,2023-12-18
7,Immanuel Quickley,28:46,8,15,.533,3,7,.429,1,1,1.000,0,3,3,2,1,0,1,2,20,+7,New York Knicks,Los Angeles Lakers,2023-12-18
8,Josh Hart,22:23,2,6,.333,0,3,.000,2,2,1.000,0,5,5,2,0,1,4,1,6,0,New York Knicks,Los Angeles Lakers,2023-12-18
9,Quentin Grimes,11:26,1,5,.200,1,4,.250,0,0,,0,0,0,2,1,0,0,0,3,+4,New York Knicks,Los Angeles Lakers,2023-12-18
10,Taj Gibson,5:41,0,0,,0,0,,0,0,,1,2,3,0,0,0,1,2,0,-8,New York Knicks,Los Angeles Lakers,2023-12-18
11,Ryan Arcidiacono,0:0,New York Knicks,Los Angeles Lakers,2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Evan Fournier,0:0,New York Knicks,Los Angeles Lakers,2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,DaQuan Jeffries,0:0,New York Knicks,Los Angeles Lakers,2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Miles McBride,0:0,New York Knicks,Los Angeles Lakers,2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
