,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,DeMar DeRozan,32:53,.469,.475,.150,.150,5.7,12.9,8.6,11.3,1.5,3.4,0.0,27.3,104,127,-0.7
1,Nikola Vučević,31:57,.652,.625,.250,.125,2.9,35.3,15.9,19.1,4.6,7.0,32.2,16.4,96,114,2.0
2,Coby White,30:35,.451,.357,.500,.429,3.1,13.8,7.4,19.2,0.0,0.0,0.0,22.9,111,132,-4.7
3,Patrick Williams,30:02,.400,.400,.400,.000,6.3,4.7,5.6,19.6,3.3,0.0,0.0,14.0,108,126,-3.0
4,Zach LaVine,24:43,.429,.313,.563,.375,0.0,22.8,9.1,18.7,0.0,0.0,17.7,38.6,81,132,-12.9
5,player,,,,,,,,,,,,,,,,
6,Torrey Craig,21:41,.917,.917,.667,.000,17.4,19.5,18.2,7.3,0.0,0.0,14.3,13.6,155,132,5.1
7,Alex Caruso,19:37,.510,.500,.800,.400,0.0,14.4,5.8,21.5,5.0,0.0,14.5,14.8,103,121,0.5
8,Andre Drummond,15:58,.750,.750,.000,.000,17.7,17.7,17.7,10.0,3.1,0.0,20.0,13.2,133,125,0.5
9,Jevon Carter,15:56,.375,.375,1.000,.000,0.0,8.9,3.5,16.7,0.0,0.0,0.0,10.6,101,133,-6.9
10,Ayo Dosunmu,9:18,.800,.800,.800,.000,0.0,0.0,0.0,21.9,5.3,0.0,16.7,27.2,119,122,14.9
11,Julian Phillips,3:40,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,134,-10.0
12,Dalen Terry,3:40,.000,.000,.500,.000,0.0,77.0,30.8,33.6,0.0,0.0,0.0,23.0,31,126,-16.2
13,Terry Taylor,Did Not Play,,,,,,,,,,,,,,,
