,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,Away,Home,Date
0,Franz Wagner,36:18,8,14,.571,0,2,.000,8,8,1.000,1,5,6,0,1,0,1,4,24,0,Orlando Magic,Indiana Pacers,2023-12-23
1,Paolo Banchero,36:14,11,20,.550,0,0,,12,16,.750,1,6,7,4,1,0,3,1,34,-2,Orlando Magic,Indiana Pacers,2023-12-23
2,Gary Harris,34:30,5,9,.556,2,4,.500,3,3,1.000,0,1,1,3,2,0,3,2,15,0,Orlando Magic,Indiana Pacers,2023-12-23
3,Anthony Black,28:27,2,3,.667,0,0,,4,4,1.000,0,3,3,2,1,1,2,2,8,-3,Orlando Magic,Indiana Pacers,2023-12-23
4,Wendell Carter Jr.,16:29,2,6,.333,0,1,.000,0,0,,3,5,8,4,0,0,1,1,4,-16,Orlando Magic,Indiana Pacers,2023-12-23
6,Cole Anthony,24:13,4,11,.364,2,6,.333,2,4,.500,1,5,6,3,1,0,0,3,12,+7,Orlando Magic,Indiana Pacers,2023-12-23
7,Caleb Houstan,20:32,2,4,.500,2,4,.500,0,0,,1,2,3,0,1,0,1,3,6,+17,Orlando Magic,Indiana Pacers,2023-12-23
8,Moritz Wagner,20:02,3,3,1.000,0,0,,3,4,.750,2,1,3,3,0,0,0,1,9,+12,Orlando Magic,Indiana Pacers,2023-12-23
9,Jonathan Isaac,11:49,2,3,.667,0,1,.000,0,0,,0,1,1,1,0,3,0,0,4,+9,Orlando Magic,Indiana Pacers,2023-12-23
10,Goga Bitadze,11:26,0,0,,0,0,,1,2,.500,1,0,1,2,2,1,2,1,1,+11,Orlando Magic,Indiana Pacers,2023-12-23
11,Chuma Okeke,0:0,Orlando Magic,Indiana Pacers,2023-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Admiral Schofield,0:0,Orlando Magic,Indiana Pacers,2023-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
