,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Tobias Harris,37:44,.852,.818,.364,.636,0.0,11.8,6.8,8.5,1.3,4.0,17.6,19.0,137,101,3.2
1,Tyrese Maxey,34:43,.707,.571,.571,.714,3.5,23.0,14.9,17.4,0.0,0.0,9.8,24.6,142,101,2.6
2,De'Anthony Melton,30:33,.581,.500,.222,.333,0.0,5.8,3.4,37.3,3.1,0.0,8.8,15.5,136,102,3.0
3,Joel Embiid,29:25,.641,.591,.182,.545,20.9,30.2,26.3,55.9,3.2,15.5,9.9,43.1,133,82,23.0
4,P.J. Tucker,19:34,.750,.750,1.000,.000,0.0,18.2,10.6,0.0,2.4,7.8,33.3,6.4,84,93,0.4
5,player,,,,,,,,,,,,,,,,
6,Kelly Oubre Jr.,25:45,.475,.300,.400,.600,4.8,6.9,6.0,0.0,3.7,3.0,7.3,22.2,103,98,-6.5
7,Patrick Beverley,20:26,.667,.667,.000,.000,6.0,4.4,5.1,13.3,2.3,11.2,25.0,8.2,121,97,2.4
8,Paul Reed,17:03,.200,.200,.400,.000,7.2,20.9,15.1,7.6,0.0,4.5,16.7,14.7,59,100,-14.2
9,Danuel House Jr.,10:16,.500,.500,.500,.000,12.0,8.7,10.1,26.5,4.6,0.0,33.3,12.2,106,97,1.8
10,Jaden Springer,7:36,.333,.333,.000,.000,16.2,11.7,13.6,37.5,0.0,10.0,25.0,22.0,90,100,-10.8
11,Furkan Korkmaz,2:41,1.064,1.500,1.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,165,111,27.4
12,Filip Petrušev,2:41,,,,,0.0,33.1,19.2,0.0,0.0,0.0,,0.0,0,97,-5.1
13,Mo Bamba,1:32,,,,,0.0,0.0,0.0,0.0,0.0,49.7,,0.0,0,80,13.3
14,Danny Green,Did Not Play,,,,,,,,,,,,,,,
