,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
0,Miles Bridges,30:51,3,14,.214,1,7,.143,2,2,1.000,0,10,10,0,0,0,1,1,9,-56
1,Brandon Miller,29:16,4,16,.250,2,7,.286,4,4,1.000,0,4,4,4,0,1,3,0,14,-28
2,Bryce McGowens,24:26,5,10,.500,0,2,.000,2,3,.667,0,2,2,0,0,0,0,1,12,-17
3,Terry Rozier,19:30,3,10,.300,0,5,.000,0,0,,1,1,2,2,0,0,2,2,6,-38
4,Nick Richards,19:26,4,6,.667,0,0,,0,0,,2,2,4,1,1,2,1,3,8,-8
5,player,,,,,,,,,,,,,,,,,,,,
6,Nathan Mensah,28:34,1,3,.333,0,0,,0,0,,3,5,8,1,0,0,1,3,2,-45
7,Nick Smith Jr.,26:14,4,8,.500,1,4,.250,0,0,,1,0,1,1,0,0,0,2,9,-35
8,JT Thor,21:39,1,8,.125,0,3,.000,0,0,,1,1,2,0,0,0,1,1,2,-13
9,Ish Smith,18:16,3,7,.429,0,0,,0,0,,0,1,1,4,1,0,0,0,6,-7
10,James Bouknight,7:16,3,5,.600,3,5,.600,0,0,,0,1,1,0,0,0,0,1,9,-6
11,Amari Bailey,7:16,1,3,.333,0,2,.000,1,2,.500,0,0,0,0,0,0,1,0,3,-6
12,Leaky Black,7:16,1,1,1.000,0,0,,0,0,,0,1,1,2,1,1,1,0,2,-6
