,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,Away,Home,Date
0,Luka Dončić,37:56,.622,.569,.345,.310,0.0,29.2,14.6,49.5,2.6,0.0,0.0,38.3,139,114,17.3,Houston Rockets,Dallas Mavericks,2023-11-28
1,Kyrie Irving,35:44,.520,.409,.318,.409,3.4,3.4,3.4,21.5,1.4,2.4,0.0,32.1,123,121,4.3,Houston Rockets,Dallas Mavericks,2023-11-28
2,Josh Green,30:17,.625,.625,.250,.000,4.1,24.4,14.2,8.2,0.0,2.8,20.0,7.3,118,119,-3.6,Houston Rockets,Dallas Mavericks,2023-11-28
3,Dereck Lively II,27:47,1.000,1.000,.000,.000,8.9,13.3,11.1,9.8,0.0,6.2,0.0,6.4,209,119,2.9,Houston Rockets,Dallas Mavericks,2023-11-28
4,Grant Williams,17:43,.000,.000,.600,.000,0.0,27.8,13.9,19.4,0.0,0.0,28.6,17.4,28,119,-20.2,Houston Rockets,Dallas Mavericks,2023-11-28
6,Derrick Jones Jr.,34:22,.901,.857,.429,.429,10.7,10.7,10.7,4.0,1.4,0.0,0.0,10.7,190,120,5.1,Houston Rockets,Dallas Mavericks,2023-11-28
7,Tim Hardaway Jr.,21:40,.458,.458,.667,.000,5.7,0.0,2.8,0.0,0.0,0.0,0.0,24.4,99,126,-6.1,Houston Rockets,Dallas Mavericks,2023-11-28
8,Dante Exum,15:03,.798,.875,.500,2.000,8.2,0.0,4.1,29.5,3.3,0.0,21.0,27.9,136,119,12.5,Houston Rockets,Dallas Mavericks,2023-11-28
9,Richaun Holmes,12:47,1.000,1.000,.000,.000,0.0,28.9,14.4,0.0,0.0,0.0,66.7,10.4,48,119,-15.0,Houston Rockets,Dallas Mavericks,2023-11-28
10,Jaden Hardy,3:44,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0,126,-19.5,Houston Rockets,Dallas Mavericks,2023-11-28
11,Dwight Powell,2:53,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,126,-8.2,Houston Rockets,Dallas Mavericks,2023-11-28
12,Seth Curry,0:00,,,,,,,,,,,,,,,-6.9,Houston Rockets,Dallas Mavericks,2023-11-28
13,Markieff Morris,0:0,Houston Rockets,Dallas Mavericks,2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Olivier-Maxence Prosper,0:0,Houston Rockets,Dallas Mavericks,2023-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
