Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
1,Luka Dončić,24,49,1832,28.4,0.622,0.437,0.398,2.1,23.7,12.9,43.4,1.9,1.5,12.4,35.9,,6.1,2.3,8.4,0.22,,8.3,1.6,9.9,5.5
2,Tim Hardaway Jr.,31,54,1600,12.8,0.557,0.606,0.183,1.2,12.2,6.6,8.2,0.9,0.2,6.3,23.6,,0.8,0.9,1.7,0.052,,-0.1,-2.5,-2.6,-0.2
3,Derrick Jones Jr.,26,52,1298,11.8,0.597,0.499,0.253,5.0,10.9,7.9,5.3,1.5,2.5,10.6,14.8,,1.1,1.1,2.2,0.08,,-1.2,-0.5,-1.6,0.1
4,Grant Williams,25,47,1242,8.3,0.56,0.662,0.174,4.0,10.9,7.5,8.3,0.9,1.9,13.4,13.5,,0.4,0.9,1.2,0.047,,-2.6,-0.7,-3.3,-0.4
5,Josh Green,23,44,1206,10.7,0.614,0.51,0.163,2.6,10.6,6.6,12.2,1.4,0.5,13.0,13.3,,1.2,0.8,2.0,0.08,,-1.7,-0.4,-2.1,0.0
6,Kyrie Irving,31,35,1187,22.8,0.602,0.359,0.19,2.4,14.5,8.4,25.8,1.8,1.2,7.0,28.8,,3.0,1.1,4.2,0.168,,5.5,0.1,5.6,2.3
7,Dereck Lively II,19,39,983,17.4,0.721,0.009,0.29,12.1,20.9,16.5,6.8,1.3,5.0,14.8,12.3,,2.2,1.3,3.5,0.172,,-0.7,0.5,-0.2,0.5
8,Jaden Hardy,21,52,792,11.6,0.519,0.499,0.14,2.1,12.0,7.0,15.4,1.0,0.4,8.8,23.8,,-0.1,0.5,0.4,0.024,,-1.2,-2.2,-3.4,-0.3
9,Dwight Powell,32,49,730,15.0,0.741,0.021,0.874,12.1,15.2,13.7,12.8,1.4,2.2,17.6,9.3,,2.1,0.7,2.8,0.184,,-0.6,0.8,0.2,0.4
10,Dante Exum,28,32,631,16.6,0.663,0.32,0.217,3.1,12.4,7.7,20.3,1.4,0.7,10.8,16.9,,1.5,0.5,2.0,0.153,,1.1,-0.3,0.8,0.4
11,Maxi Kleber,32,21,461,8.9,0.578,0.576,0.25,3.8,13.4,8.6,10.0,0.8,2.8,15.7,11.2,,0.2,0.4,0.6,0.063,,-2.3,0.3,-2.0,0.0
12,Seth Curry,33,36,457,8.5,0.502,0.552,0.131,3.6,8.9,6.2,8.5,1.8,0.6,9.4,15.8,,-0.1,0.3,0.3,0.029,,-3.0,-0.9,-3.9,-0.2
13,Olivier-Maxence Prosper,21,31,256,10.3,0.471,0.465,0.479,7.7,18.5,13.1,9.3,0.7,1.0,5.5,15.2,,0.1,0.2,0.3,0.064,,-2.4,-1.3,-3.7,-0.1
14,Richaun Holmes,30,23,237,13.8,0.572,0.0,0.356,15.2,20.9,18.0,8.4,0.6,3.3,15.0,14.4,,0.3,0.2,0.6,0.113,,-2.3,-0.7,-3.0,-0.1
15,A.J. Lawson,23,27,230,12.2,0.558,0.476,0.226,5.2,10.1,7.6,7.8,1.9,1.1,9.8,19.0,,0.1,0.2,0.3,0.06,,-2.2,-1.2,-3.4,-0.1
16,Markieff Morris,34,18,160,5.6,0.443,0.612,0.082,2.7,17.9,10.3,8.7,1.5,0.5,15.1,15.9,,-0.2,0.1,-0.1,-0.03,,-4.7,-1.3,-6.0,-0.2
17,P.J. Washington,25,5,149,4.4,0.43,0.488,0.186,2.9,17.7,10.3,6.8,1.3,1.2,17.7,16.2,,-0.3,0.1,-0.2,-0.061,,-6.8,-0.4,-7.2,-0.2
18,Daniel Gafford,25,5,101,25.5,0.639,0.0,0.395,19.4,30.5,24.9,7.4,0.9,7.8,10.1,21.0,,0.3,0.2,0.5,0.233,,1.6,1.1,2.6,0.1
19,Brandon Williams,24,12,59,11.7,0.447,0.273,0.5,5.5,7.5,6.5,26.8,0.8,1.5,10.1,21.6,,0.0,0.0,0.0,0.025,,-1.1,-2.1,-3.3,0.0
20,Greg Brown III,22,6,40,10.4,0.501,0.273,0.818,8.2,16.5,12.3,13.0,0.0,8.7,21.1,20.2,,0.0,0.0,0.0,-0.006,,-4.9,0.5,-4.4,0.0
21,Dexter Dennis,24,4,30,18.2,0.541,0.421,0.158,3.6,29.4,16.4,23.8,0.0,2.9,12.9,33.2,,0.0,0.0,0.0,-0.002,,1.8,-0.2,1.6,0.0
