Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Team,57.0,13680,2446,5114,0.478,859,2292,0.375,1587,2822,0.562,1009,1334,0.756,562,1838,2400,1446,382,256,712,1075,6760
Team/G,,240.0,42.9,89.7,0.478,15.1,40.2,0.375,27.8,49.5,0.562,17.7,23.4,0.756,9.9,32.2,42.1,25.4,6.7,4.5,12.5,18.9,118.6
Lg Rank,,20,12,12,13.0,2,2,10.0,26,28,9.0,15,10,26.0,24,22,24,22,27,24,4,11,8
Year/Year,,-1.3%,7.2%,6.5%,0.003,-0.8%,-1.9%,0.004,12.1%,14.5%,-0.012,-6.6%,-6.7%,0.001,29.4%,3.4%,8.5%,10.6%,6.9%,21.1%,2.2%,-8.9%,3.8%
Opponent,57.0,13680,2489,5169,0.482,746,2042,0.365,1743,3127,0.557,970,1276,0.76,647,1948,2595,1571,417,226,789,1206,6694
Opponent/G,,240.0,43.7,90.7,0.482,13.1,35.8,0.365,30.6,54.9,0.557,17.0,22.4,0.76,11.4,34.2,45.5,27.6,7.3,4.0,13.8,21.2,117.4
Lg Rank,,20,21,21,20.0,15,20,15.0,22,18,23.0,10,17,2.0,28,25,27,20,15,2,13,2,20
Year/Year,,-1.3%,4.5%,5.3%,-0.003,17.5%,13.2%,0.014,-0.2%,0.7%,-0.005,-12.6%,-10.3%,-0.02,12.1%,-1.3%,1.8%,10.6%,14.9%,4.2%,5.6%,-3.0%,2.9%
