Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Luka Dončić,24.0,49,49.0,1832,566,1150,0.492,191,502,0.38,375,648,0.579,0.575,357,458,0.779,36,394,430,465,72,31,192,101,1680
2.0,Tim Hardaway Jr.,31.0,54,10.0,1600,316,766,0.413,168,464,0.362,148,302,0.49,0.522,122,140,0.871,17,177,194,91,29,4,56,83,922
3.0,Derrick Jones Jr.,26.0,52,47.0,1298,176,363,0.485,62,181,0.343,114,182,0.626,0.57,68,92,0.739,59,129,188,52,40,37,48,90,482
4.0,Grant Williams,25.0,47,33.0,1242,131,317,0.413,79,210,0.376,52,107,0.486,0.538,41,55,0.745,46,123,169,81,24,27,53,137,382
5.0,Josh Green,23.0,44,27.0,1206,152,306,0.497,66,156,0.423,86,150,0.573,0.605,33,50,0.66,29,116,145,113,36,7,49,90,403
6.0,Kyrie Irving,31.0,35,35.0,1187,339,688,0.493,104,247,0.421,235,441,0.533,0.568,116,131,0.885,26,156,182,186,44,16,56,66,898
7.0,Dereck Lively II,19.0,39,37.0,983,157,214,0.734,0,2,0.0,157,212,0.741,0.734,34,62,0.548,109,187,296,49,27,56,42,115,348
8.0,Jaden Hardy,21.0,52,6.0,792,155,379,0.409,70,189,0.37,85,190,0.447,0.501,38,53,0.717,15,86,101,85,17,4,39,57,418
9.0,Dwight Powell,32.0,49,8.0,730,67,95,0.705,1,2,0.5,66,93,0.71,0.711,60,83,0.723,81,101,182,75,22,18,28,99,195
10.0,Dante Exum,28.0,32,14.0,631,116,203,0.571,31,65,0.477,85,138,0.616,0.648,32,44,0.727,18,71,89,91,18,5,27,51,295
11.0,Maxi Kleber,32.0,21,7.0,461,42,92,0.457,19,53,0.358,23,39,0.59,0.56,15,23,0.652,16,56,72,37,8,15,19,41,118
12.0,Seth Curry,33.0,36,3.0,457,54,145,0.372,29,80,0.363,25,65,0.385,0.472,17,19,0.895,15,37,52,30,17,3,16,32,154
13.0,Olivier-Maxence Prosper,21.0,31,0.0,256,25,71,0.352,8,33,0.242,17,38,0.447,0.408,23,34,0.676,18,43,61,19,4,3,5,17,81
14.0,Richaun Holmes,30.0,23,2.0,237,33,59,0.559,0,0,,33,59,0.559,0.559,12,21,0.571,33,45,78,15,3,9,12,33,78
15.0,A.J. Lawson,23.0,27,0.0,230,39,84,0.464,13,40,0.325,26,44,0.591,0.542,12,19,0.632,11,21,32,13,9,3,10,19,103
16.0,Markieff Morris,34.0,18,1.0,160,16,49,0.327,10,30,0.333,6,19,0.316,0.429,3,4,0.75,4,26,30,11,5,1,9,11,45
17.0,P.J. Washington,25.0,5,4.0,149,16,43,0.372,4,21,0.19,12,22,0.545,0.419,4,8,0.5,4,24,28,8,4,2,10,13,40
18.0,Daniel Gafford,25.0,5,2.0,101,23,38,0.605,0,0,,23,38,0.605,0.605,11,15,0.733,18,28,46,5,2,9,5,12,57
19.0,Brandon Williams,24.0,12,0.0,59,8,22,0.364,2,6,0.333,6,16,0.375,0.409,6,11,0.545,3,4,7,12,1,1,3,2,24
20.0,Greg Brown III,22.0,6,0.0,40,5,11,0.455,1,3,0.333,4,8,0.5,0.5,4,9,0.444,3,6,9,4,0,4,4,5,15
21.0,Dexter Dennis,24.0,4,0.0,30,10,19,0.526,1,8,0.125,9,11,0.818,0.553,1,3,0.333,1,8,9,4,0,1,3,1,22
,,,57,,13680,2446,5114,0.478,859,2292,0.375,1587,2822,0.562,0.562,1009,1334,0.756,562,1838,2400,1446,382,256,712,1075,6760
