Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Luka Dončić,24,49,49,1832,11.1,22.6,0.492,3.8,9.9,0.38,7.4,12.7,0.579,7.0,9.0,0.779,0.7,7.7,8.4,9.1,1.4,0.6,3.8,2.0,33.0
2,Tim Hardaway Jr.,31,54,10,1600,7.1,17.2,0.413,3.8,10.4,0.362,3.3,6.8,0.49,2.7,3.2,0.871,0.4,4.0,4.4,2.0,0.7,0.1,1.3,1.9,20.7
3,Derrick Jones Jr.,26,52,47,1298,4.9,10.1,0.485,1.7,5.0,0.343,3.2,5.0,0.626,1.9,2.6,0.739,1.6,3.6,5.2,1.4,1.1,1.0,1.3,2.5,13.4
4,Grant Williams,25,47,33,1242,3.8,9.2,0.413,2.3,6.1,0.376,1.5,3.1,0.486,1.2,1.6,0.745,1.3,3.6,4.9,2.3,0.7,0.8,1.5,4.0,11.1
5,Josh Green,23,44,27,1206,4.5,9.1,0.497,2.0,4.7,0.423,2.6,4.5,0.573,1.0,1.5,0.66,0.9,3.5,4.3,3.4,1.1,0.2,1.5,2.7,12.0
6,Kyrie Irving,31,35,35,1187,10.3,20.9,0.493,3.2,7.5,0.421,7.1,13.4,0.533,3.5,4.0,0.885,0.8,4.7,5.5,5.6,1.3,0.5,1.7,2.0,27.2
7,Dereck Lively II,19,39,37,983,5.7,7.8,0.734,0.0,0.1,0.0,5.7,7.8,0.741,1.2,2.3,0.548,4.0,6.8,10.8,1.8,1.0,2.1,1.5,4.2,12.7
8,Jaden Hardy,21,52,6,792,7.0,17.2,0.409,3.2,8.6,0.37,3.9,8.6,0.447,1.7,2.4,0.717,0.7,3.9,4.6,3.9,0.8,0.2,1.8,2.6,19.0
9,Dwight Powell,32,49,8,730,3.3,4.7,0.705,0.0,0.1,0.5,3.3,4.6,0.71,3.0,4.1,0.723,4.0,5.0,9.0,3.7,1.1,0.9,1.4,4.9,9.6
10,Dante Exum,28,32,14,631,6.6,11.6,0.571,1.8,3.7,0.477,4.8,7.9,0.616,1.8,2.5,0.727,1.0,4.1,5.1,5.2,1.0,0.3,1.5,2.9,16.8
11,Maxi Kleber,32,21,7,461,3.3,7.2,0.457,1.5,4.1,0.358,1.8,3.0,0.59,1.2,1.8,0.652,1.2,4.4,5.6,2.9,0.6,1.2,1.5,3.2,9.2
12,Seth Curry,33,36,3,457,4.3,11.4,0.372,2.3,6.3,0.363,2.0,5.1,0.385,1.3,1.5,0.895,1.2,2.9,4.1,2.4,1.3,0.2,1.3,2.5,12.1
13,Olivier-Maxence Prosper,21,31,0,256,3.5,10.0,0.352,1.1,4.6,0.242,2.4,5.3,0.447,3.2,4.8,0.676,2.5,6.0,8.6,2.7,0.6,0.4,0.7,2.4,11.4
14,Richaun Holmes,30,23,2,237,5.0,9.0,0.559,0.0,0.0,,5.0,9.0,0.559,1.8,3.2,0.571,5.0,6.8,11.8,2.3,0.5,1.4,1.8,5.0,11.8
15,A.J. Lawson,23,27,0,230,6.1,13.1,0.464,2.0,6.3,0.325,4.1,6.9,0.591,1.9,3.0,0.632,1.7,3.3,5.0,2.0,1.4,0.5,1.6,3.0,16.1
16,Markieff Morris,34,18,1,160,3.6,11.0,0.327,2.3,6.8,0.333,1.4,4.3,0.316,0.7,0.9,0.75,0.9,5.9,6.8,2.5,1.1,0.2,2.0,2.5,10.1
17,P.J. Washington,25,5,4,149,3.9,10.4,0.372,1.0,5.1,0.19,2.9,5.3,0.545,1.0,1.9,0.5,1.0,5.8,6.8,1.9,1.0,0.5,2.4,3.1,9.7
18,Daniel Gafford,25,5,2,101,8.2,13.5,0.605,0.0,0.0,,8.2,13.5,0.605,3.9,5.3,0.733,6.4,10.0,16.4,1.8,0.7,3.2,1.8,4.3,20.3
19,Brandon Williams,24,12,0,59,4.9,13.4,0.364,1.2,3.7,0.333,3.7,9.8,0.375,3.7,6.7,0.545,1.8,2.4,4.3,7.3,0.6,0.6,1.8,1.2,14.6
20,Greg Brown III,22,6,0,40,4.5,9.9,0.455,0.9,2.7,0.333,3.6,7.2,0.5,3.6,8.1,0.444,2.7,5.4,8.1,3.6,0.0,3.6,3.6,4.5,13.5
21,Dexter Dennis,24,4,0,30,12.0,22.8,0.526,1.2,9.6,0.125,10.8,13.2,0.818,1.2,3.6,0.333,1.2,9.6,10.8,4.8,0.0,1.2,3.6,1.2,26.4
