Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Dejounte Murray,27.0,54,54.0,1895,446,956,0.467,121,336,0.36,325,620,0.524,0.53,151,183,0.825,40,245,285,295,70,16,123,95,1164
2.0,Trae Young,25.0,51,51.0,1862,418,982,0.426,169,456,0.371,249,526,0.473,0.512,339,396,0.856,22,118,140,553,70,11,220,106,1344
3.0,Saddiq Bey,24.0,56,44.0,1826,258,611,0.422,102,316,0.323,156,295,0.529,0.506,143,172,0.831,148,217,365,81,48,8,47,82,761
4.0,Bogdan Bogdanović,31.0,55,9.0,1599,330,769,0.429,171,459,0.373,159,310,0.513,0.54,96,105,0.914,32,150,182,155,69,14,64,130,927
5.0,Jalen Johnson,22.0,43,40.0,1470,272,522,0.521,50,145,0.345,222,377,0.589,0.569,82,113,0.726,59,315,374,147,53,40,73,112,676
6.0,Onyeka Okongwu,23.0,53,8.0,1367,214,351,0.61,22,65,0.338,192,286,0.671,0.641,92,115,0.8,143,226,369,71,23,59,45,158,542
7.0,Clint Capela,29.0,49,49.0,1245,230,407,0.565,0,0,,230,407,0.565,0.565,88,135,0.652,232,278,510,47,27,73,42,117,548
8.0,De'Andre Hunter,26.0,33,24.0,935,167,352,0.474,65,155,0.419,102,197,0.518,0.567,103,114,0.904,21,110,131,45,26,11,47,94,502
9.0,Garrison Mathews,27.0,41,4.0,520,47,105,0.448,42,97,0.433,5,8,0.625,0.648,10,15,0.667,9,40,49,18,10,4,15,65,146
10.0,Wesley Matthews,37.0,21,1.0,232,13,46,0.283,9,36,0.25,4,10,0.4,0.38,14,19,0.737,4,24,28,13,10,4,6,28,49
11.0,Trent Forrest,25.0,20,0.0,210,15,47,0.319,2,7,0.286,13,40,0.325,0.34,8,10,0.8,5,21,26,42,7,1,11,18,40
12.0,Patty Mills,35.0,19,0.0,202,19,51,0.373,13,34,0.382,6,17,0.353,0.5,0,0,,5,15,20,14,9,1,8,17,51
13.0,Bruno Fernando,25.0,20,1.0,191,34,64,0.531,0,3,0.0,34,61,0.557,0.531,23,38,0.605,20,41,61,11,6,10,9,28,91
14.0,AJ Griffin,20.0,18,0.0,132,13,45,0.289,9,33,0.273,4,12,0.333,0.389,2,2,1.0,2,12,14,4,1,1,6,6,37
15.0,Seth Lundy,23.0,9,0.0,52,4,17,0.235,3,13,0.231,1,4,0.25,0.324,3,4,0.75,1,6,7,0,0,0,1,6,14
16.0,Kobe Bufkin,20.0,6,0.0,35,4,14,0.286,2,9,0.222,2,5,0.4,0.357,1,2,0.5,2,5,7,4,1,1,2,2,11
17.0,Mouhamed Gueye,21.0,2,0.0,4,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,0,0,0,1,0,0,1,0
18.0,Vit Krejci,23.0,1,0.0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
,,,57,,13780,2484,5340,0.465,780,2165,0.36,1704,3175,0.537,0.538,1155,1423,0.812,745,1823,2568,1500,431,254,757,1065,6903
