Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Franz Wagner,35:53,0.606,0.594,0.5,0.188,10.0,16.3,13.2,26.4,0.0,0.0,0.0,22.0,140.0,136.0,3.3
1,Paolo Banchero,35:21,0.539,0.533,0.467,0.4,0.0,19.9,10.1,14.6,2.9,3.0,10.2,25.3,103.0,127.0,0.8
2,Jalen Suggs,32:02,0.385,0.385,0.538,0.0,0.0,7.3,3.7,10.0,3.2,3.3,18.8,22.8,69.0,129.0,-10.6
3,Goga Bitadze,24:24,0.888,0.857,0.143,0.286,4.9,9.6,7.3,8.1,4.2,0.0,0.0,14.7,184.0,127.0,5.1
4,Anthony Black,19:08,0.25,0.25,0.75,0.0,0.0,0.0,0.0,7.5,0.0,0.0,20.0,11.9,54.0,140.0,-17.6
6,Cole Anthony,27:54,0.425,0.3,0.8,0.4,12.9,12.6,12.7,10.6,0.0,0.0,25.4,25.8,83.0,138.0,-12.9
7,Moritz Wagner,21:19,0.828,0.75,0.0,1.5,5.6,27.5,16.7,30.8,0.0,0.0,13.1,16.3,164.0,132.0,4.6
8,Joe Ingles,20:51,1.375,1.375,0.75,0.0,5.8,11.2,8.5,34.4,2.4,5.0,20.0,10.9,205.0,129.0,17.3
9,Jonathan Isaac,12:10,0.375,0.375,1.0,0.0,0.0,28.9,14.6,12.3,8.4,8.6,33.3,22.5,58.0,108.0,-3.6
10,Caleb Houstan,4:31,1.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,300.0,139.0,9.6
11,Jett Howard,4:22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8,0.0,141.0,-49.9
12,Chuma Okeke,2:05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,-9.3
