Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Gordon Hayward,33:55,0.643,0.618,0.118,0.118,3.8,17.7,11.0,12.9,0.0,5.9,5.3,24.0,136.0,128.0,2.0
1,P.J. Washington,33:17,0.54,0.5,0.077,0.154,3.9,7.2,5.6,15.0,1.5,6.0,6.7,19.3,124.0,127.0,1.6
2,Terry Rozier,31:11,0.679,0.607,0.357,0.357,0.0,23.1,12.0,12.7,0.0,3.2,0.0,22.4,155.0,128.0,5.6
3,LaMelo Ball,30:59,0.356,0.333,0.467,0.067,4.2,3.9,4.0,41.8,3.2,0.0,28.0,29.9,84.0,127.0,-11.4
4,Mark Williams,30:03,0.846,0.75,0.0,0.75,17.3,12.0,14.5,4.9,3.3,6.7,15.8,27.3,152.0,121.0,9.1
6,Brandon Miller,33:50,0.635,0.571,0.286,0.286,3.8,7.1,5.5,3.4,0.0,3.0,0.0,10.1,147.0,132.0,-5.0
7,Nick Richards,17:56,1.025,1.0,0.0,0.5,21.7,46.8,34.8,0.0,0.0,11.2,17.0,14.2,174.0,117.0,8.3
8,JT Thor,14:43,1.167,1.167,0.333,0.0,8.8,24.5,16.9,0.0,0.0,0.0,0.0,8.8,232.0,129.0,6.7
9,Théo Maledon,14:05,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.3,0.0,136.0,-26.2
10,Amari Bailey,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Leaky Black,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Miles Bridges,Not With Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Bryce McGowens,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Ish Smith,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Nick Smith Jr.,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
