Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Dorian Finney-Smith,35:17,0.545,0.545,0.727,0.0,7.6,17.7,12.2,8.6,1.4,7.4,0.0,13.4,128.0,95.0,6.9
1,Mikal Bridges,34:06,0.421,0.409,0.364,0.182,2.6,21.4,11.3,31.4,2.9,5.1,20.2,18.7,92.0,92.0,2.9
2,Royce O'Neale,33:47,0.6,0.6,0.8,0.0,7.9,21.6,14.2,9.1,0.0,7.7,0.0,12.7,138.0,97.0,7.5
3,Spencer Dinwiddie,26:14,0.394,0.375,0.875,0.25,0.0,11.9,5.5,22.0,0.0,0.0,18.4,17.8,84.0,105.0,-7.2
4,Cam Thomas,20:02,0.47,0.429,0.143,0.143,0.0,10.4,4.8,0.0,0.0,4.4,11.8,36.2,83.0,103.0,-7.5
6,Lonnie Walker IV,27:54,0.622,0.594,0.438,0.125,0.0,3.7,1.7,0.0,1.8,3.1,0.0,26.0,125.0,102.0,8.2
7,Dennis Smith Jr.,24:35,0.286,0.286,0.429,0.0,3.6,0.0,2.0,29.5,4.0,0.0,12.5,14.0,88.0,100.0,-5.0
8,Day'Ron Sharpe,19:16,0.533,0.444,0.0,0.333,18.5,32.5,24.9,0.0,2.6,0.0,16.2,27.5,104.0,92.0,-4.2
9,Trendon Watford,18:48,0.654,0.583,0.333,0.333,9.5,16.7,12.8,17.4,7.9,0.0,36.8,24.9,93.0,86.0,3.7
10,Armoni Brooks,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Harry Giles,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jalen Wilson,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
