Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Spencer Dinwiddie,39:43,0.643,0.647,0.706,0.118,0.0,8.1,4.2,27.4,0.0,0.0,10.1,21.6,130.0,129.0,0.6
1,Mikal Bridges,35:28,0.491,0.441,0.412,0.176,3.2,9.0,6.2,11.0,0.0,0.0,5.2,23.5,109.0,129.0,-6.6
2,Cam Thomas,33:10,0.708,0.658,0.211,0.263,0.0,22.5,11.6,10.5,1.4,2.6,0.0,27.5,147.0,121.0,7.5
3,Ben Simmons,32:28,0.625,0.625,0.0,0.0,14.1,19.7,17.0,31.4,2.9,5.4,20.0,13.3,142.0,116.0,8.0
4,Dorian Finney-Smith,32:05,0.75,0.75,0.875,0.0,3.6,19.9,12.0,11.5,0.0,0.0,20.0,13.4,125.0,127.0,-0.7
6,Royce O'Neale,34:07,0.611,0.611,0.778,0.0,6.7,25.0,16.2,10.7,1.4,0.0,25.0,15.2,105.0,123.0,-3.0
7,Lonnie Walker IV,21:11,0.778,0.778,0.667,0.0,0.0,5.0,2.6,13.5,0.0,4.1,18.2,22.4,120.0,126.0,2.6
8,Dennis Smith Jr.,8:23,0.0,0.0,0.0,0.0,0.0,12.7,6.6,12.7,0.0,0.0,25.0,20.6,20.0,127.0,-34.0
9,Day'Ron Sharpe,3:25,0.5,0.5,0.0,0.0,66.9,62.4,64.6,0.0,14.0,0.0,50.0,50.4,73.0,87.0,-17.5
10,Armoni Brooks,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Noah Clowney,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Harry Giles,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Trendon Watford,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jalen Wilson,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
