Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kentavious Caldwell-Pope,34:58,0.4,0.4,0.6,0.0,0.0,5.8,3.1,3.7,6.7,2.6,0.0,12.2,83.0,95.0,1.1
1,Nikola Jokić,34:58,0.661,0.607,0.286,0.429,10.0,26.3,18.7,32.0,1.3,2.6,35.1,31.2,98.0,100.0,0.5
2,Jamal Murray,33:55,0.586,0.529,0.529,0.235,0.0,3.0,1.6,22.8,0.0,2.7,13.8,27.3,107.0,111.0,-0.6
3,Aaron Gordon,30:20,0.437,0.455,0.091,0.091,3.9,3.4,3.6,14.3,4.6,3.0,8.0,17.4,93.0,100.0,-1.9
4,Michael Porter Jr.,28:52,0.605,0.571,0.714,0.143,4.1,42.5,24.6,13.9,0.0,0.0,11.8,12.4,119.0,99.0,-0.9
6,Reggie Jackson,21:41,0.615,0.615,0.385,0.0,0.0,9.4,5.0,52.1,0.0,4.3,0.0,25.5,134.0,108.0,10.9
7,Christian Braun,18:42,0.363,0.417,0.667,0.333,6.3,16.4,11.7,14.3,2.5,0.0,12.7,17.9,80.0,102.0,-5.3
8,Peyton Watson,18:06,0.922,1.0,0.75,0.5,0.0,16.9,9.0,0.0,2.6,15.3,17.0,13.8,128.0,93.0,9.0
9,Zeke Nnaji,13:02,0.717,0.75,0.0,0.5,0.0,7.8,4.2,0.0,0.0,14.2,17.0,19.2,106.0,103.0,0.1
10,Julian Strawther,5:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,0.0,113.0,-29.4
11,Justin Holiday,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,DeAndre Jordan,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Braxton Key,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jalen Pickett,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Hunter Tyson,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
