Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Anthony Edwards,38:00,0.66,0.65,0.3,1.0,0.0,12.6,7.3,27.0,0.0,0.0,25.8,22.5,105.0,113.0,0.5
1,Karl-Anthony Towns,35:47,0.66,0.45,0.4,1.0,3.6,26.8,17.0,10.5,0.0,2.4,17.2,21.5,121.0,106.0,2.5
2,Rudy Gobert,33:22,0.368,0.167,0.0,1.333,15.6,40.3,29.8,9.7,0.0,0.0,17.4,15.2,91.0,104.0,-3.4
3,Mike Conley,28:33,0.136,0.136,0.818,0.0,0.0,10.1,5.8,22.9,0.0,2.9,21.4,21.6,43.0,111.0,-15.3
4,Jaden McDaniels,27:24,0.656,0.682,0.455,0.091,4.7,3.5,4.0,0.0,0.0,0.0,14.9,21.6,102.0,115.0,0.0
6,Naz Reid,25:50,0.692,0.692,0.615,0.0,0.0,11.1,6.4,0.0,0.0,13.0,23.5,29.0,90.0,102.0,7.2
7,Kyle Anderson,19:15,0.625,0.625,0.75,0.0,6.7,0.0,2.9,38.3,2.6,0.0,0.0,9.2,161.0,111.0,9.8
8,Nickeil Alexander-Walker,19:10,0.5,0.5,0.667,0.0,0.0,25.0,14.4,17.6,2.6,4.4,40.0,11.5,74.0,99.0,3.2
9,Jordan McLaughlin,12:39,0.571,0.571,0.429,0.0,20.5,0.0,8.7,58.0,8.0,0.0,0.0,24.4,141.0,98.0,25.0
10,Troy Brown Jr.,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Shake Milton,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Wendell Moore Jr.,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Daishen Nix,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
