Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Paul George,31:38,0.774,0.765,0.412,0.059,0.0,9.9,5.4,30.0,4.6,0.0,18.7,28.5,128.0,110.0,9.1
1,Russell Westbrook,28:48,0.688,0.688,0.25,0.0,8.5,10.9,9.8,56.0,0.0,0.0,27.3,16.1,142.0,120.0,5.6
2,Kawhi Leonard,28:43,0.676,0.676,0.294,0.0,4.3,14.5,9.8,31.4,1.7,2.7,19.0,30.8,119.0,113.0,5.8
3,Ivica Zubac,25:36,0.82,0.8,0.0,0.5,24.0,28.5,26.5,0.0,0.0,12.3,14.1,23.3,146.0,106.0,4.6
4,Robert Covington,23:10,0.5,0.5,0.8,0.0,5.3,13.5,9.8,9.7,6.3,3.4,0.0,9.1,136.0,103.0,3.8
6,Norman Powell,22:54,0.581,0.5,0.833,0.333,0.0,13.7,7.4,4.9,0.0,0.0,22.5,16.3,99.0,119.0,-9.3
7,Bones Hyland,21:45,0.715,0.682,0.727,0.182,0.0,0.0,0.0,19.6,0.0,0.0,14.4,26.9,129.0,124.0,-3.7
8,Mason Plumlee,17:31,0.521,0.5,0.0,1.0,21.1,29.8,25.8,13.2,0.0,0.0,0.0,13.8,144.0,113.0,-1.0
9,KJ Martin,13:35,0.0,0.0,0.5,0.0,9.1,0.0,4.2,7.5,3.6,0.0,0.0,12.4,45.0,116.0,-17.1
10,Nicolas Batum,9:08,0.0,0.0,0.0,0.0,0.0,34.3,18.5,11.2,5.3,8.6,0.0,0.0,234.0,95.0,9.1
11,Kobe Brown,5:18,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,0.0,123.0,-30.3
12,Moussa Diabaté,4:02,0.333,0.333,0.0,0.0,30.5,0.0,14.0,0.0,24.2,0.0,0.0,31.3,96.0,71.0,4.9
13,Amir Coffey,3:56,0.532,0.0,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,20.1,153.0,124.0,-1.3
14,Jordan Miller,3:56,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,106.0,123.0,-16.6
