Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jordan Hawkins,35:01,0.504,0.538,0.538,0.154,4.8,8.9,6.7,9.2,2.8,0.0,6.7,17.7,102.0,131.0,-1.4
1,CJ McCollum,33:29,0.417,0.381,0.381,0.19,5.0,12.5,8.4,25.6,1.5,0.0,0.0,28.3,102.0,133.0,0.0
2,Zion Williamson,29:56,0.501,0.467,0.067,0.6,8.4,7.0,7.8,18.0,3.3,0.0,20.9,33.3,89.0,130.0,-5.9
3,Jonas Valančiūnas,22:48,0.463,0.409,0.455,0.182,7.4,18.3,12.3,21.4,0.0,7.4,0.0,21.7,114.0,130.0,3.4
4,Herbert Jones,22:21,0.34,0.2,0.8,0.4,0.0,9.3,4.2,6.0,4.4,3.8,0.0,10.9,85.0,125.0,-6.2
6,Matt Ryan,27:10,0.636,0.611,0.778,0.111,3.1,3.8,3.4,11.4,1.8,0.0,17.5,17.5,109.0,135.0,-1.4
7,Dyson Daniels,24:09,0.7,0.7,0.4,0.0,0.0,17.3,7.7,18.6,0.0,0.0,0.0,8.6,152.0,134.0,-0.6
8,Larry Nance Jr.,16:57,1.25,1.25,0.5,0.0,9.9,18.5,13.7,17.5,0.0,0.0,60.0,12.3,99.0,133.0,-3.8
9,Kira Lewis Jr.,16:04,0.709,0.667,0.333,0.667,5.2,0.0,2.9,22.9,0.0,0.0,0.0,20.1,154.0,141.0,5.2
10,Kaiser Gates,7:26,0.0,0.0,0.5,0.0,0.0,14.0,6.3,0.0,0.0,0.0,0.0,22.4,0.0,135.0,-28.5
11,Cody Zeller,4:39,0.0,0.0,0.0,1.0,18.1,22.4,20.0,0.0,0.0,0.0,0.0,25.8,24.0,131.0,-28.1
12,Brandon Ingram,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,E.J. Liddell,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
