Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Paul George,31:13,0.694,0.694,0.333,0.0,0.0,13.4,7.6,32.5,3.1,0.0,10.0,27.7,132.0,120.0,5.6
1,Kawhi Leonard,30:14,0.943,0.906,0.375,0.438,4.5,20.7,13.7,20.5,3.2,0.0,0.0,27.3,191.0,118.0,23.4
2,James Harden,28:11,0.551,0.417,0.667,1.167,0.0,14.8,8.4,43.9,1.7,5.8,9.9,15.5,146.0,119.0,6.9
3,Ivica Zubac,27:35,0.604,0.556,0.0,0.444,19.9,26.5,23.6,8.4,1.7,5.9,0.0,16.9,149.0,115.0,2.0
4,Terance Mann,26:36,0.697,0.625,0.5,0.375,0.0,3.9,2.2,16.9,0.0,0.0,0.0,15.2,156.0,130.0,1.6
6,Norman Powell,24:25,0.707,0.65,0.2,0.3,0.0,8.5,4.9,0.0,0.0,3.3,8.1,21.8,126.0,126.0,-3.4
7,Amir Coffey,16:46,0.5,0.5,1.0,0.0,0.0,6.2,3.5,0.0,0.0,0.0,0.0,7.7,100.0,129.0,-10.9
8,Russell Westbrook,15:06,0.571,0.571,0.143,0.571,27.2,20.7,23.5,34.1,3.2,0.0,0.0,25.1,149.0,118.0,8.4
9,Daniel Theis,14:57,0.621,0.333,0.0,2.0,0.0,7.0,4.0,0.0,3.2,0.0,0.0,16.3,138.0,122.0,-8.0
10,Brandon Boston Jr.,4:59,0.5,0.5,1.0,0.0,0.0,41.9,23.8,47.7,0.0,0.0,0.0,26.0,133.0,119.0,5.8
11,Kobe Brown,4:59,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,168.0,131.0,18.8
12,Jordan Miller,4:59,0.0,0.0,0.0,0.0,0.0,20.9,11.9,0.0,0.0,0.0,100.0,8.7,0.0,125.0,-15.0
13,Xavier Moon,4:59,0.0,0.0,0.0,0.0,0.0,41.9,23.8,19.3,0.0,0.0,0.0,0.0,232.0,119.0,1.3
14,Joshua Primo,4:59,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,16.3,60.0,43.4,33.0,120.0,-28.4
15,P.J. Tucker,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
