Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,CJ McCollum,33:32,0.567,0.533,0.533,0.133,0.0,22.0,11.5,15.5,6.1,3.3,11.2,25.1,109.0,99.0,3.6
1,Herbert Jones,29:30,0.47,0.429,0.143,0.143,4.5,0.0,2.2,15.5,0.0,3.8,0.0,11.9,127.0,117.0,-3.0
2,Brandon Ingram,28:22,0.618,0.542,0.25,0.333,4.7,26.0,15.8,27.6,0.0,0.0,17.9,27.8,119.0,115.0,-1.7
3,Trey Murphy III,28:15,0.829,0.813,0.625,0.125,0.0,17.4,9.1,17.0,1.8,4.0,5.6,29.8,149.0,109.0,16.8
4,Jonas Valančiūnas,27:59,0.722,0.722,0.333,0.0,4.8,26.4,16.0,23.4,1.8,4.0,18.2,18.5,130.0,108.0,5.9
6,Naji Marshall,22:21,0.497,0.409,0.364,0.636,17.9,16.5,17.2,16.8,2.3,0.0,6.6,31.7,117.0,111.0,-2.3
7,Dyson Daniels,20:10,0.875,0.875,0.25,0.0,0.0,12.2,6.3,6.0,0.0,0.0,0.0,9.3,171.0,118.0,-0.1
8,Jeremiah Robinson-Earl,20:01,0.917,0.917,0.333,0.0,0.0,30.7,16.0,6.8,0.0,0.0,0.0,14.1,178.0,114.0,5.7
9,Jose Alvarado,17:46,1.0,1.0,0.0,0.0,7.5,6.9,7.2,18.3,0.0,0.0,0.0,2.6,221.0,118.0,-0.7
10,Jordan Hawkins,12:04,0.6,0.6,0.6,0.0,0.0,0.0,0.0,20.4,0.0,0.0,0.0,19.5,132.0,119.0,1.4
11,Zion Williamson,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Cody Zeller,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
