Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Bojan Bogdanović,32:43,0.731,0.731,0.385,0.0,0.0,6.7,3.3,9.1,1.5,0.0,23.5,22.3,98.0,132.0,-4.5
1,Killian Hayes,31:31,0.25,0.25,0.0,0.0,3.4,10.4,6.8,44.6,0.0,0.0,11.1,12.3,102.0,135.0,-7.2
2,Jaden Ivey,30:25,0.47,0.444,0.556,0.278,0.0,10.8,5.3,23.9,3.2,4.7,4.7,29.9,99.0,123.0,2.2
3,Jalen Duren,30:19,0.639,0.625,0.0,0.063,7.0,36.0,21.3,11.2,0.0,0.0,5.7,24.7,122.0,129.0,-1.6
4,Isaiah Livers,17:05,1.0,1.0,1.0,0.0,12.5,12.8,12.6,7.3,2.8,0.0,0.0,7.5,191.0,128.0,5.8
6,Kevin Knox,23:37,0.545,0.545,0.455,0.0,13.5,4.6,9.1,0.0,0.0,0.0,0.0,20.0,115.0,136.0,-6.4
7,Alec Burks,19:35,0.508,0.423,0.385,0.308,0.0,11.1,5.5,15.4,0.0,0.0,6.3,34.6,101.0,134.0,-6.8
8,James Wiseman,17:29,0.798,1.0,0.0,2.0,0.0,18.7,9.3,20.0,0.0,0.0,0.0,4.6,180.0,133.0,-2.4
9,Marcus Sasser,16:29,0.429,0.429,0.143,0.0,6.5,6.6,6.5,41.3,0.0,0.0,12.5,20.9,103.0,135.0,-8.6
10,Ausar Thompson,15:02,0.233,0.167,0.5,0.167,0.0,43.5,21.5,7.8,0.0,4.8,13.4,21.3,51.0,123.0,-19.5
11,Joe Harris,5:45,0.0,0.0,0.0,0.0,0.0,19.0,9.4,0.0,0.0,0.0,0.0,0.0,0.0,133.0,-14.2
12,Marvin Bagley III,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Isaiah Stewart,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
