Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Scottie Barnes,31:23,0.684,0.658,0.158,0.263,13.2,16.1,14.3,50.6,1.6,0.0,12.4,29.9,137.0,138.0,13.3
1,Pascal Siakam,28:36,0.491,0.444,0.222,0.556,5.8,22.1,12.2,26.8,0.0,3.6,26.3,20.6,93.0,138.0,-8.2
2,Jakob Poeltl,27:10,0.597,0.6,0.0,0.2,21.3,18.6,20.2,6.4,7.4,7.7,0.0,15.5,147.0,118.0,4.8
3,Gradey Dick,26:23,0.435,0.25,0.6,0.6,0.0,0.0,0.0,10.6,1.9,0.0,7.3,20.1,111.0,140.0,-12.5
4,Dennis Schröder,22:32,0.418,0.278,0.444,0.444,0.0,16.8,6.7,31.6,4.5,0.0,15.7,22.0,103.0,131.0,-7.0
6,Malachi Flynn,26:52,0.306,0.273,0.727,0.091,6.2,4.7,5.6,27.4,0.0,3.9,0.0,16.5,107.0,141.0,-8.6
7,Chris Boucher,20:16,0.461,0.313,0.375,0.5,20.4,24.9,22.2,0.0,0.0,5.1,9.3,20.6,119.0,136.0,-8.9
8,Jalen McDaniels,18:18,0.35,0.35,0.4,0.0,0.0,27.6,10.9,8.7,2.8,5.7,9.1,23.3,82.0,129.0,-9.3
9,Precious Achiuwa,17:19,0.698,0.643,0.286,0.286,14.3,7.3,11.5,0.0,0.0,12.1,11.3,19.9,137.0,135.0,-1.1
10,Otto Porter Jr.,10:38,0.0,0.0,0.0,0.0,0.0,11.9,4.7,0.0,0.0,0.0,0.0,0.0,0.0,142.0,-12.1
11,Markquis Nowell,3:31,0.532,0.0,0.0,2.0,47.1,0.0,28.4,71.8,14.3,0.0,0.0,20.8,175.0,110.0,43.3
12,Garrett Temple,3:31,1.5,1.5,1.0,0.0,0.0,35.9,14.2,0.0,0.0,0.0,0.0,11.0,300.0,137.0,20.0
13,Thaddeus Young,3:31,0.0,0.0,0.0,0.0,0.0,35.9,14.2,0.0,0.0,0.0,50.0,22.1,0.0,137.0,-36.5
