Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Bam Adebayo,38:04,0.489,0.357,0.071,0.714,5.9,23.6,15.2,22.5,2.5,0.0,24.6,26.5,96.0,108.0,-3.8
1,Jaime Jaquez Jr.,37:16,0.586,0.536,0.071,0.357,12.0,8.1,9.9,4.2,1.3,3.1,11.0,20.2,121.0,114.0,-1.8
2,Caleb Martin,35:09,0.583,0.556,0.444,0.111,6.4,17.1,12.0,7.9,1.4,3.3,0.0,11.1,141.0,111.0,1.2
3,Tyler Herro,34:07,0.686,0.69,0.619,0.095,0.0,20.5,10.8,11.5,1.4,0.0,15.5,31.3,115.0,112.0,4.9
4,Kyle Lowry,21:32,0.75,0.75,1.0,0.0,0.0,18.6,9.8,17.7,0.0,0.0,50.0,7.7,99.0,115.0,-4.9
6,Josh Richardson,28:55,0.276,0.2,0.8,0.2,0.0,10.4,5.5,4.3,1.6,0.0,15.5,9.2,63.0,115.0,-8.5
7,Duncan Robinson,25:16,0.959,0.909,0.636,0.636,4.4,7.9,6.3,23.0,1.9,0.0,12.4,26.3,172.0,115.0,20.0
8,Kevin Love,9:56,0.521,0.375,1.0,1.0,0.0,0.0,0.0,13.7,0.0,0.0,0.0,24.0,127.0,121.0,-5.3
9,Haywood Highsmith,9:45,0.417,0.417,0.5,0.0,34.3,20.5,27.0,32.7,0.0,0.0,0.0,25.4,129.0,114.0,1.2
10,Thomas Bryant,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Jamal Cain,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Orlando Robinson,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
