Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,LeBron James,39:05,0.505,0.478,0.348,0.174,2.5,28.6,14.5,45.5,1.2,0.0,7.5,28.6,110.0,111.0,7.0
1,Taurean Prince,38:35,0.346,0.346,1.0,0.0,2.5,2.9,2.7,9.8,0.0,2.1,7.1,15.2,78.0,119.0,-6.8
2,Anthony Davis,35:29,0.686,0.659,0.045,0.136,5.4,37.8,20.4,11.7,1.3,4.7,7.9,29.9,125.0,105.0,11.2
3,D'Angelo Russell,27:40,0.45,0.45,0.6,0.0,0.0,12.1,5.6,18.9,1.7,0.0,0.0,15.1,104.0,115.0,-1.4
4,Cam Reddish,27:18,0.222,0.222,0.444,0.0,3.5,4.1,3.8,4.6,5.2,0.0,0.0,13.8,60.0,109.0,-9.0
6,Austin Reaves,33:10,0.581,0.5,0.467,0.333,0.0,10.1,4.7,30.4,1.4,0.0,18.9,26.7,104.0,116.0,1.0
7,Rui Hachimura,17:18,0.621,0.583,0.333,0.167,11.1,0.0,6.0,0.0,5.5,0.0,0.0,15.6,133.0,109.0,5.1
8,Jarred Vanderbilt,13:42,0.0,0.0,0.0,0.0,14.0,0.0,7.5,8.3,0.0,0.0,100.0,3.1,107.0,122.0,-10.0
9,Jaxson Hayes,7:43,1.0,1.0,0.0,0.0,0.0,28.9,13.4,0.0,0.0,0.0,0.0,5.4,200.0,114.0,-3.3
10,Max Christie,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Maxwell Lewis,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Christian Wood,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
