Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Lauri Markkanen,36:11,0.835,0.806,0.389,0.222,10.5,25.3,18.2,8.8,1.4,0.0,9.2,25.1,160.0,122.0,11.3
1,John Collins,29:28,0.674,0.633,0.267,0.2,12.9,23.3,18.3,0.0,0.0,3.1,5.8,24.6,141.0,124.0,-0.6
2,Kris Dunn,26:30,0.5,0.5,0.625,0.0,4.8,8.6,6.8,22.3,7.5,10.3,11.1,14.2,128.0,104.0,12.9
3,Collin Sexton,26:13,0.574,0.45,0.3,0.5,0.0,0.0,0.0,18.9,0.0,0.0,14.1,22.6,124.0,132.0,-6.9
4,Simone Fontecchio,24:53,0.25,0.25,0.5,0.0,15.2,13.8,14.5,13.1,2.0,0.0,33.3,10.1,89.0,124.0,-5.2
6,Keyonte George,26:54,0.727,0.727,0.545,0.0,4.7,4.2,4.5,25.3,1.8,3.4,8.3,18.7,155.0,124.0,10.8
7,Jordan Clarkson,26:52,0.466,0.458,0.5,0.167,0.0,8.5,4.5,9.6,3.7,0.0,28.0,27.8,76.0,121.0,-13.5
8,Walker Kessler,20:50,1.0,1.0,0.0,0.0,6.1,43.9,25.9,5.6,0.0,13.0,33.3,6.0,134.0,111.0,2.5
9,Kelly Olynyk,16:00,0.727,0.667,0.0,0.333,15.8,14.3,15.0,61.8,0.0,0.0,0.0,18.0,185.0,128.0,16.8
10,Luka Šamanić,6:09,0.315,0.0,0.667,1.333,20.5,18.6,19.5,0.0,0.0,0.0,29.6,46.0,62.0,127.0,-39.3
11,Talen Horton-Tucker,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Omer Yurtseven,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
