Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Scoot Henderson,33:13,0.567,0.567,0.467,0.0,2.8,6.9,4.6,50.0,1.3,0.0,6.3,19.2,126.0,131.0,3.5
1,Duop Reath,26:53,0.621,0.625,0.25,0.167,13.7,12.8,13.3,13.5,0.0,0.0,18.9,23.5,106.0,133.0,-6.0
2,Toumani Camara,24:13,0.479,0.5,0.7,0.1,3.8,28.3,14.8,6.4,1.8,0.0,16.1,20.5,81.0,126.0,-8.1
3,Anfernee Simons,23:03,0.322,0.188,0.5,0.375,0.0,24.8,11.1,22.6,0.0,0.0,17.7,19.6,73.0,131.0,-14.6
4,Jerami Grant,22:33,0.682,0.636,0.273,0.455,0.0,5.1,2.3,24.3,5.9,3.7,7.0,25.1,130.0,118.0,11.8
6,Shaedon Sharpe,23:41,0.447,0.367,0.4,0.267,3.9,19.3,10.8,14.0,0.0,3.5,10.7,31.6,89.0,129.0,-8.6
7,Kris Murray,20:01,0.625,0.625,0.375,0.0,9.2,11.4,10.2,8.2,4.4,0.0,11.1,17.9,113.0,123.0,2.7
8,Rayan Rupert,18:34,0.7,0.7,0.4,0.0,5.0,12.3,8.3,0.0,0.0,0.0,28.6,15.0,90.0,132.0,-11.7
9,Ibou Badji,17:43,0.0,0.0,0.0,0.0,0.0,12.9,5.8,6.9,0.0,0.0,50.0,4.5,26.0,132.0,-15.5
10,Malcolm Brogdon,16:24,0.225,0.25,0.5,0.25,0.0,20.9,9.3,26.5,2.7,0.0,25.3,28.9,47.0,126.0,-19.4
11,Matisse Thybulle,13:41,0.0,0.0,0.5,0.0,0.0,16.7,7.5,0.0,3.2,6.0,0.0,5.8,0.0,121.0,-8.7
12,Skylar Mays,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Ish Wainright,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
