Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Shai Gilgeous-Alexander,36:43,0.743,0.605,0.158,0.947,3.4,11.6,7.9,69.4,1.4,8.9,6.9,36.5,160.0,112.0,24.5
1,Chet Holmgren,31:47,0.568,0.455,0.273,1.0,19.9,26.8,23.7,10.3,1.7,13.7,11.2,26.0,124.0,102.0,2.7
2,Josh Giddey,28:59,0.36,0.346,0.231,0.154,4.4,18.4,12.0,10.9,3.7,0.0,12.6,25.4,79.0,109.0,-9.5
3,Luguentz Dort,27:17,0.167,0.167,0.667,0.0,0.0,7.8,4.2,10.0,0.0,8.0,25.0,13.6,44.0,117.0,-15.0
4,Cason Wallace,23:38,0.833,0.833,0.667,0.0,5.3,9.0,7.3,0.0,0.0,4.6,25.0,7.8,120.0,119.0,-2.1
6,Isaiah Joe,27:06,0.969,0.944,0.778,0.333,0.0,3.9,2.1,0.0,0.0,4.0,0.0,17.6,189.0,121.0,13.3
7,Kenrich Williams,23:20,0.945,1.083,0.5,0.333,5.4,18.3,12.4,15.4,0.0,0.0,0.0,13.6,179.0,118.0,12.2
8,Jaylin Williams,14:32,0.0,0.0,0.5,0.0,8.7,22.0,15.9,0.0,0.0,0.0,0.0,6.4,47.0,116.0,-15.1
9,Vasilije Micić,11:17,0.25,0.25,0.75,0.0,0.0,0.0,0.0,26.0,0.0,0.0,33.3,24.6,54.0,126.0,-21.3
10,Aaron Wiggins,10:45,1.042,1.0,0.0,1.0,0.0,39.7,21.5,15.9,0.0,0.0,25.8,16.7,151.0,109.0,4.7
11,Lindy Waters III,4:34,0.0,0.0,0.0,0.0,27.7,23.4,25.3,28.4,0.0,23.9,0.0,0.0,227.0,102.0,20.1
12,Dāvis Bertāns,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Ousmane Dieng,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Tre Mann,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Aleksej Pokusevski,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
