Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,De'Aaron Fox,40:43,0.723,0.688,0.458,0.542,0.0,21.4,11.2,28.0,1.1,2.1,3.3,33.4,144.0,113.0,8.7
1,Keegan Murray,38:29,0.3,0.3,0.4,0.0,3.1,14.2,8.9,8.9,1.2,0.0,16.7,13.8,71.0,115.0,-11.7
2,Domantas Sabonis,35:17,0.817,0.769,0.231,0.615,6.8,37.1,22.7,28.2,0.0,2.4,19.5,25.7,142.0,113.0,5.8
3,Harrison Barnes,25:39,0.421,0.357,0.857,0.429,0.0,8.5,4.5,4.4,1.8,0.0,10.7,16.1,80.0,115.0,-11.2
4,Kevin Huerter,25:25,0.5,0.5,0.444,0.0,0.0,4.3,2.2,9.8,5.3,0.0,0.0,15.7,105.0,107.0,-2.4
6,Malik Monk,25:31,0.909,0.909,0.818,0.0,4.7,12.8,9.0,45.8,1.8,0.0,8.3,20.8,169.0,114.0,15.5
7,Sasha Vezenkov,16:56,0.625,0.625,0.5,0.0,0.0,25.8,13.5,0.0,0.0,0.0,0.0,10.4,113.0,116.0,-7.8
8,Chris Duarte,14:50,0.75,0.75,0.75,0.0,0.0,22.1,11.6,0.0,6.1,0.0,33.3,17.9,80.0,103.0,-1.6
9,Keon Ellis,9:37,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.3,4.7,0.0,50.0,9.2,125.0,109.0,3.1
10,JaVale McGee,7:32,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.2,0.0,0.0,33.3,17.6,126.0,120.0,-2.2
11,Kessler Edwards,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Davion Mitchell,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Filip Petrušev,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jalen Slawson,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
