Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Terry Rozier,34:42,0.46,0.4,0.35,0.2,2.7,6.6,4.4,6.3,1.3,0.0,8.4,27.2,90.0,111.0,-5.8
1,Gordon Hayward,33:52,0.539,0.467,0.267,0.4,2.7,27.0,13.6,23.1,4.0,0.0,14.5,24.2,101.0,99.0,2.6
2,LaMelo Ball,33:04,0.449,0.294,0.412,0.706,8.4,20.7,13.9,48.0,2.7,2.5,15.2,31.5,97.0,102.0,4.5
3,P.J. Washington,28:59,0.484,0.5,0.385,0.077,0.0,11.8,5.3,21.5,3.1,2.9,13.0,21.1,88.0,103.0,-2.9
4,Mark Williams,20:42,0.25,0.25,0.0,0.0,8.9,5.5,7.4,7.6,0.0,4.0,20.0,9.6,68.0,111.0,-14.0
6,Brandon Miller,33:25,0.576,0.538,0.308,0.308,5.5,13.7,9.2,11.8,1.3,2.5,16.9,21.1,101.0,107.0,-1.8
7,JT Thor,24:49,0.333,0.333,0.333,0.0,3.7,13.8,8.2,0.0,1.8,3.3,0.0,4.8,85.0,106.0,-5.0
8,Nick Richards,16:19,0.0,0.0,0.0,2.0,5.7,7.0,6.3,0.0,2.8,10.1,51.5,9.4,15.0,101.0,-15.5
9,Théo Maledon,14:08,0.714,0.5,0.0,2.5,0.0,16.2,7.2,0.0,6.4,0.0,19.2,14.6,120.0,97.0,3.2
10,Amari Bailey,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Leaky Black,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Miles Bridges,Not With Team,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Bryce McGowens,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Frank Ntilikina,Did Not Dress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Nick Smith Jr.,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
