Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,James Harden,39:27,0.599,0.588,0.471,0.294,3.6,2.8,3.2,28.8,1.2,2.0,5.0,22.9,134.0,120.0,3.6
1,Kawhi Leonard,38:05,0.722,0.688,0.063,0.188,7.4,26.4,18.0,33.1,2.5,2.1,10.4,22.7,149.0,110.0,11.7
2,Paul George,29:36,0.708,0.708,0.167,0.0,4.8,15.1,10.5,12.5,0.0,2.7,25.0,24.2,107.0,118.0,-3.7
3,Terance Mann,23:15,0.781,0.8,0.4,0.2,6.1,0.0,2.7,5.5,2.1,0.0,15.5,24.8,125.0,119.0,-0.5
4,Mason Plumlee,19:05,0.0,0.0,0.0,0.0,0.0,11.7,6.5,9.7,0.0,0.0,50.0,4.7,60.0,121.0,-6.3
6,Norman Powell,26:58,0.607,0.607,0.286,0.0,0.0,20.7,11.6,9.4,0.0,5.9,6.7,24.9,113.0,115.0,0.0
7,Amir Coffey,24:09,1.125,1.125,0.75,0.0,0.0,9.2,5.2,0.0,2.0,0.0,0.0,7.4,203.0,117.0,3.8
8,Daniel Theis,20:49,0.436,0.333,0.667,0.333,6.8,5.4,6.0,9.3,2.3,0.0,0.0,7.4,130.0,117.0,-5.5
9,Russell Westbrook,17:41,0.699,0.682,0.273,0.091,0.0,37.9,21.2,22.8,5.4,0.0,20.8,36.5,110.0,102.0,8.1
10,Kobe Brown,0:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,-5.6
11,Brandon Boston Jr.,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Bones Hyland,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,P.J. Tucker,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
