Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Ja Morant,37:12,0.439,0.368,0.368,0.316,0.0,18.9,8.9,44.5,0.0,0.0,12.2,29.5,93.0,119.0,-6.4
1,Jaren Jackson Jr.,37:00,0.615,0.588,0.353,0.118,0.0,6.3,3.0,18.8,2.5,5.4,5.3,22.7,112.0,113.0,5.2
2,Desmond Bane,36:57,0.758,0.727,0.455,0.182,0.0,22.2,10.5,22.5,2.5,0.0,14.4,16.7,127.0,112.0,2.8
3,Marcus Smart,31:36,0.698,0.643,0.786,0.286,0.0,7.4,3.5,11.1,4.4,0.0,11.3,25.0,114.0,112.0,7.1
4,Bismack Biyombo,7:47,0.5,0.5,0.0,0.0,0.0,30.1,14.2,0.0,6.0,0.0,33.3,17.2,56.0,102.0,-7.6
6,Santi Aldama,22:28,0.857,0.857,0.429,0.0,4.6,20.8,12.3,7.8,2.1,0.0,0.0,13.9,157.0,114.0,7.8
7,Vince Williams Jr.,22:13,0.342,0.25,0.667,0.5,0.0,5.3,2.5,30.1,0.0,4.5,12.0,16.7,85.0,120.0,-4.7
8,David Roddy,22:09,0.463,0.333,0.333,1.0,0.0,10.6,5.0,6.0,0.0,0.0,18.8,10.7,83.0,121.0,-9.0
9,Xavier Tillman Sr.,16:41,0.2,0.2,0.2,0.0,12.5,14.0,13.2,0.0,2.8,6.0,16.7,16.0,56.0,110.0,-12.2
10,Ziaire Williams,5:57,0.0,0.0,0.667,0.0,0.0,39.4,18.5,21.2,0.0,0.0,0.0,22.5,20.0,114.0,-22.0
11,Jacob Gilyard,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,John Konchar,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
