Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Devin Vassell,37:56,0.703,0.615,0.462,0.462,0.0,10.3,5.6,33.4,0.0,0.0,6.0,18.7,155.0,141.0,4.2
1,Tre Jones,33:17,0.761,0.714,0.143,0.286,3.4,8.8,6.3,24.2,3.0,0.0,0.0,10.1,177.0,135.0,4.3
2,Jeremy Sochan,33:16,0.543,0.542,0.5,0.167,10.3,14.7,12.7,16.1,0.0,1.9,13.4,19.0,115.0,138.0,-1.3
3,Victor Wembanyama,28:21,0.68,0.579,0.263,0.632,12.1,13.8,13.0,13.0,0.0,4.4,4.0,37.9,145.0,136.0,9.7
4,Julian Champagnie,14:55,1.128,1.125,0.75,0.75,0.0,13.1,7.1,9.6,0.0,0.0,0.0,15.2,224.0,139.0,14.8
6,Doug McDermott,21:35,0.542,0.542,0.75,0.0,15.9,9.1,12.2,0.0,0.0,0.0,14.3,27.6,102.0,141.0,-6.7
7,Keldon Johnson,20:49,0.333,0.333,0.333,0.0,0.0,9.4,5.1,0.0,0.0,0.0,7.7,26.6,67.0,141.0,-22.1
8,Zach Collins,19:39,0.063,0.0,0.714,0.286,11.6,19.9,16.1,22.7,0.0,0.0,11.3,19.2,60.0,137.0,-16.9
9,Blake Wesley,18:51,0.5,0.5,0.333,0.0,6.1,5.2,5.6,14.4,2.7,0.0,0.0,13.5,126.0,137.0,-3.1
10,Cedi Osman,11:21,1.0,1.0,0.0,0.0,0.0,25.9,13.9,10.9,0.0,0.0,0.0,3.7,209.0,134.0,-4.5
11,Malaki Branham,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Mamadi Diakite,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Devonte' Graham,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Sandro Mamukelashvili,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
