Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Shai Gilgeous-Alexander,35:44,0.664,0.632,0.263,0.789,3.5,21.9,13.9,26.7,0.0,0.0,7.2,34.5,131.0,125.0,5.1
1,Jalen Williams,35:37,0.812,0.818,0.364,0.273,0.0,13.8,7.7,19.7,0.0,2.6,19.6,19.2,129.0,129.0,2.3
2,Chet Holmgren,34:59,0.535,0.533,0.267,0.133,10.8,8.4,9.5,12.1,1.4,2.6,5.9,21.5,114.0,128.0,-2.4
3,Luguentz Dort,28:30,0.75,0.75,0.625,0.0,8.9,6.9,7.7,13.8,5.1,0.0,11.1,14.1,140.0,122.0,6.8
4,Josh Giddey,23:36,0.604,0.556,0.111,0.444,0.0,33.2,18.7,29.2,2.1,3.9,15.7,24.1,115.0,113.0,4.2
6,Cason Wallace,23:28,0.571,0.571,0.571,0.0,5.4,4.2,4.7,0.0,2.1,0.0,0.0,13.3,117.0,130.0,-2.4
7,Isaiah Joe,19:52,0.3,0.3,0.6,0.0,0.0,4.9,2.8,5.7,0.0,4.6,16.7,13.5,60.0,133.0,-10.7
8,Vasilije Micić,12:16,0.75,0.75,0.25,0.0,0.0,0.0,0.0,35.3,4.0,7.5,0.0,14.6,163.0,125.0,14.8
9,Kenrich Williams,11:32,0.0,0.0,0.0,0.0,0.0,8.5,4.8,9.2,4.2,0.0,75.0,15.5,15.0,123.0,-17.8
10,Aaron Wiggins,7:55,0.5,0.5,0.5,0.0,0.0,0.0,0.0,31.1,0.0,0.0,0.0,11.3,132.0,137.0,-3.7
11,Lindy Waters III,3:32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,137.0,-25.7
12,Jaylin Williams,2:08,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,0.0,137.0,-37.1
13,Dāvis Bertāns,0:51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,0.0,137.0,-58.6
14,Tre Mann,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Aleksej Pokusevski,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
