Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Fred VanVleet,40:40,0.484,0.389,0.778,0.333,0.0,12.1,6.1,36.8,1.2,2.1,0.0,11.1,139.0,125.0,2.4
1,Jabari Smith Jr.,36:36,0.727,0.727,0.455,0.0,3.4,26.9,15.1,8.0,0.0,2.4,8.3,14.3,131.0,124.0,3.1
2,Alperen Şengün,34:58,0.616,0.526,0.105,0.737,14.1,17.6,15.8,29.1,0.0,2.5,10.7,35.2,126.0,127.0,7.7
3,Jalen Green,33:30,0.429,0.429,0.429,0.0,3.7,7.3,5.5,20.6,0.0,2.6,12.5,20.9,92.0,129.0,-6.0
4,Dillon Brooks,27:59,0.576,0.577,0.308,0.154,0.0,4.4,2.2,5.7,0.0,0.0,6.7,23.3,105.0,131.0,-7.8
6,Tari Eason,21:08,0.598,0.571,0.0,0.714,11.6,34.9,23.3,0.0,0.0,8.3,17.9,23.2,103.0,118.0,-4.4
7,Aaron Holiday,20:54,0.5,0.5,0.5,0.0,5.9,17.7,11.8,26.2,0.0,0.0,11.1,18.8,109.0,128.0,-2.4
8,Jeff Green,13:02,1.042,1.0,0.0,1.0,0.0,0.0,0.0,10.6,0.0,0.0,41.0,16.4,112.0,132.0,-2.6
9,Jae'Sean Tate,11:12,0.753,0.5,0.5,1.5,11.0,11.0,11.0,22.7,4.4,0.0,0.0,13.0,179.0,120.0,11.0
10,Reggie Bullock,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Nate Hinton,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Jock Landale,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Boban Marjanović,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Jermaine Samuels,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Cam Whitmore,0:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
