Unnamed: 0,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Tyrese Maxey,36:25,0.586,0.55,0.55,0.15,2.9,3.1,3.0,39.4,0.0,0.0,4.5,27.8,130.0,115.0,7.0
1,Tobias Harris,31:53,0.385,0.385,0.308,0.0,3.3,14.0,8.5,4.1,3.2,0.0,0.0,18.5,87.0,105.0,-7.3
2,Joel Embiid,31:14,0.563,0.479,0.083,0.417,6.7,35.7,20.7,51.0,0.0,2.9,3.4,42.7,129.0,104.0,15.1
3,De'Anthony Melton,27:16,1.006,1.0,0.6,0.1,0.0,20.5,9.9,5.9,5.7,0.0,8.7,19.0,162.0,97.0,15.9
4,Nicolas Batum,23:49,1.5,1.5,1.0,0.0,0.0,14.1,6.8,14.4,0.0,0.0,0.0,1.9,259.0,112.0,-0.4
6,Jaden Springer,20:48,0.727,0.667,0.667,0.333,10.0,16.1,13.0,12.4,0.0,0.0,0.0,15.0,162.0,111.0,5.1
7,Danuel House Jr.,14:25,0.375,0.375,0.5,0.0,14.5,7.7,11.2,24.6,3.6,0.0,0.0,12.6,130.0,105.0,1.2
8,Paul Reed,13:41,0.0,0.0,0.25,0.0,7.6,24.5,15.8,8.0,0.0,13.2,0.0,13.2,41.0,99.0,-13.1
9,Patrick Beverley,11:34,0.25,0.25,0.25,0.0,0.0,9.7,4.7,20.8,0.0,0.0,20.0,19.6,63.0,113.0,-16.4
10,Robert Covington,10:49,1.0,1.0,0.0,0.0,0.0,20.6,10.0,0.0,4.8,8.4,0.0,8.4,200.0,93.0,8.9
11,Marcus Morris,6:11,1.5,1.5,1.0,0.0,0.0,18.1,8.7,0.0,0.0,0.0,0.0,7.3,300.0,111.0,9.8
12,Furkan Korkmaz,4:24,0.436,0.333,0.667,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.4,93.0,115.0,-19.2
13,KJ Martin,4:24,0.0,0.0,0.0,0.0,23.7,0.0,12.3,0.0,0.0,0.0,0.0,0.0,236.0,115.0,-8.3
14,Mo Bamba,3:05,1.025,1.0,0.0,0.5,0.0,0.0,0.0,0.0,16.7,0.0,0.0,35.9,214.0,78.0,43.7
